"","date","country","region","unemployment_rate","vacancy_rate","active_pop","active_pop_growth","vacancy_stock_eurostat"
"51",2022-07-01,"Austria","Continental",5.70622430845657,4.65528914659116,4582000,0.196807347474306,213305.348696807
"52",2022-10-01,"Austria","Continental",5.54371448452186,4.54199327181333,4599000,0.371017023134003,208886.270570695
"53",2012-01-01,"Belgium","Continental",7.4,2.14921741668776,4813000,NA,103441.834265182
"54",2012-04-01,"Belgium","Continental",7.2,1.92602380107024,4834000,0.436318304591731,93103.9905437355
"55",2012-07-01,"Belgium","Continental",7.7,1.8008738549323,4873000,0.806785270997104,87756.5829508509
"56",2012-10-01,"Belgium","Continental",8.3,1.67734089576568,4887000,0.287297352760107,81971.6495760689
"57",2013-01-01,"Belgium","Continental",8.6,1.72986058231552,4884000,-0.0613873542050338,84486.39084029
"58",2013-04-01,"Belgium","Continental",8.4,1.73864667817781,4921000,0.757575757575758,85558.8030331301
"59",2013-07-01,"Belgium","Continental",8.6,1.73555680135637,4933000,0.243852875431823,85615.0170109097
"60",2013-10-01,"Belgium","Continental",8.6,1.78322278671313,4890000,-0.871680518953983,87199.5942702721
"61",2014-01-01,"Belgium","Continental",8.8,1.79307757097311,4918000,0.572597137014315,88183.5549404577
"62",2014-04-01,"Belgium","Continental",8.4,1.77325455908808,4925000,0.142334282228548,87332.787035088
"63",2014-07-01,"Belgium","Continental",8.7,1.61796312488486,4919000,-0.121827411167513,79587.6061130861
"64",2014-10-01,"Belgium","Continental",8.7,1.45585019533678,4950000,0.630209392152877,72064.5846691708
"65",2015-01-01,"Belgium","Continental",9,1.70896386509832,4954000,0.0808080808080808,84662.0698769707
"66",2015-04-01,"Belgium","Continental",8.6,1.98176351637478,4897000,-1.15058538554703,97046.9593968732
"67",2015-07-01,"Belgium","Continental",8.3,1.79780829882842,4924000,0.551357974269961,88524.0806343113
"68",2015-10-01,"Belgium","Continental",8.8,1.84203224478164,4945000,0.426482534524777,91088.4945044519
"69",2016-01-01,"Belgium","Continental",8.5,2.06653136941147,4910000,-0.70778564206269,101466.690238103
"70",2016-04-01,"Belgium","Continental",8.1,2.13768331854855,4925000,0.305498981670061,105280.903438516
"71",2016-07-01,"Belgium","Continental",7.8,2.22269764503311,4908000,-0.345177664974619,109090.000418225
"72",2016-10-01,"Belgium","Continental",7.3,2.37783922263847,4988000,1.62999185004075,118606.620425207
"73",2017-01-01,"Belgium","Continental",7.9,2.51985828023099,4921000,-1.34322373696872,124002.225970167
"74",2017-04-01,"Belgium","Continental",7.2,2.59269215399801,4937000,0.32513716724243,128001.211642882
"75",2017-07-01,"Belgium","Continental",7.2,2.79146988977872,4939000,0.0405104314360948,137870.697856171
"76",2017-10-01,"Belgium","Continental",6.4,2.84790820651315,4975000,0.728892488357967,141683.433274029
"77",2018-01-01,"Belgium","Continental",6.2,2.8482573074505,4984000,0.180904522613065,141957.144203333
"78",2018-04-01,"Belgium","Continental",6.2,2.78774118963278,4976000,-0.160513643659711,138718.001596127
"79",2018-07-01,"Belgium","Continental",5.8,2.90002003468492,5007000,0.622990353697749,145204.003136674
"80",2018-10-01,"Belgium","Continental",5.8,3.0357217641059,5048000,0.818853604953066,153243.234652066
"81",2019-01-01,"Belgium","Continental",5.8,2.85396893418494,5014000,-0.673534072900159,143098.002360033
"82",2019-04-01,"Belgium","Continental",5.4,2.70142733326469,5087000,1.45592341443957,137421.608443175
"83",2019-07-01,"Belgium","Continental",5.3,2.78169587574628,5048000,-0.76666011401612,140420.007807672
"84",2019-10-01,"Belgium","Continental",5.3,2.79948193878767,5044000,-0.0792393026941363,141205.86899245
"85",2020-01-01,"Belgium","Continental",5.2,2.57422852918124,5037000,-0.13877874702617,129663.891014859
"86",2020-04-01,"Belgium","Continental",5.3,2.40779284601412,4959000,-1.5485407980941,119402.44723384
"87",2020-07-01,"Belgium","Continental",6.5,2.40741724762317,5032000,1.47207098205283,121141.235900398
"88",2020-10-01,"Belgium","Continental",6,2.47907275082495,5018000,-0.278219395866455,124399.870636396
"89",2021-01-01,"Belgium","Continental",6.8,2.8213978829456,5020000,0.0398565165404544,141634.173723869
"90",2021-04-01,"Belgium","Continental",6.2,3.31089357234605,5101000,1.61354581673307,168888.681125372
"91",2021-07-01,"Belgium","Continental",6.4,3.73729463882459,5165000,1.25465594981376,193031.26809529
"92",2021-10-01,"Belgium","Continental",5.8,3.92253474662121,5178000,0.251694094869313,203108.849180046
"93",2022-01-01,"Belgium","Continental",5.4,3.96652692693051,5189000,0.212437234453457,205823.082238424
"94",2022-04-01,"Belgium","Continental",5.7,4.09086230163777,5189000,0,212274.844831984
"95",2022-07-01,"Belgium","Continental",5.5,3.94447108570721,5215000,0.501059934476778,205704.167119631
"96",2022-10-01,"Belgium","Continental",5.7,3.73365193373108,5267000,0.99712368168744,196651.447349616
"97",2005-01-01,"Bulgaria","Eastern",10.7,0.687653399988777,3255000,NA,22383.1181696347
"98",2005-04-01,"Bulgaria","Eastern",10.3,0.611846750238314,3263000,0.245775729646697,19964.5594602762
"99",2005-07-01,"Bulgaria","Eastern",9.6,0.6366481175742,3300000,1.13392583512105,21009.3878799486
"100",2005-10-01,"Bulgaria","Eastern",9.8,0.643696355181676,3305000,0.151515151515152,21274.1645387544
"101",2006-01-01,"Bulgaria","Eastern",9.2,0.59036357161883,3308000,0.0907715582450832,19529.2269491509
"102",2006-04-01,"Bulgaria","Eastern",9.2,0.564285903389093,3375000,2.02539298669891,19044.6492393819
"103",2006-07-01,"Bulgaria","Eastern",9.1,0.594025465096603,3403000,0.82962962962963,20214.6865772374
"104",2006-10-01,"Bulgaria","Eastern",8.3,0.595296463905048,3419000,0.47017337643256,20353.1861009136
"105",2007-01-01,"Bulgaria","Eastern",7.6,0.672058890305809,3436000,0.497221409768938,23091.9434709076
"106",2007-04-01,"Bulgaria","Eastern",7,0.715234240890271,3431000,-0.145518044237485,24539.6868049452
"107",2007-07-01,"Bulgaria","Eastern",6.9,0.705365209536916,3456000,0.728650539201399,24377.4216415958
"108",2007-10-01,"Bulgaria","Eastern",6.2,0.722225665193093,3476000,0.578703703703704,25104.5641221119
"109",2008-01-01,"Bulgaria","Eastern",6,0.665954674798205,3516000,1.15074798619102,23414.9663659049
"110",2008-04-01,"Bulgaria","Eastern",5.9,0.69392177734444,3507000,-0.255972696245734,24335.8367314695
"111",2008-07-01,"Bulgaria","Eastern",5.5,0.665390635754415,3504000,-0.0855431993156544,23315.2878768347
"112",2008-10-01,"Bulgaria","Eastern",5.2,0.571791363077182,3489000,-0.428082191780822,19949.8006577629
"113",2009-01-01,"Bulgaria","Eastern",6.9,0.494175772828375,3472000,-0.487245629120092,17157.7828326012
"114",2009-04-01,"Bulgaria","Eastern",7.5,0.50146926421071,3453000,-0.547235023041475,17315.7336931958
"115",2009-07-01,"Bulgaria","Eastern",8.4,0.510451088557479,3415000,-1.10049232551405,17431.9046742379
"116",2009-10-01,"Bulgaria","Eastern",9,0.513749876612504,3379000,-1.05417276720351,17359.6083307365
"117",2010-01-01,"Bulgaria","Eastern",10.4,0.467168813981529,3387000,0.236756436815626,15823.0077295544
"118",2010-04-01,"Bulgaria","Eastern",11.1,0.483325532505684,3392000,0.147623265426631,16394.4020625928
"119",2010-07-01,"Bulgaria","Eastern",11.4,0.487642936959069,3362000,-0.884433962264151,16394.5555405639
"120",2010-10-01,"Bulgaria","Eastern",12.4,0.525921726877683,3366000,0.118976799524093,17702.5253267028
"121",2011-01-01,"Bulgaria","Eastern",12.2,0.451972929895952,3323000,-1.2774806892454,15019.0604604425
"122",2011-04-01,"Bulgaria","Eastern",12.2,0.511377603556017,3284000,-1.17363827866386,16793.6405007796
"123",2011-07-01,"Bulgaria","Eastern",12.2,0.496638558407141,3284000,0,16309.6102580905
"124",2011-10-01,"Bulgaria","Eastern",12.6,0.522021488739146,3290000,0.182704019488429,17174.5069795179
"125",2012-01-01,"Bulgaria","Eastern",13,0.551794126803955,3287000,-0.0911854103343465,18137.472948046
"126",2012-04-01,"Bulgaria","Eastern",13.2,0.495675099671664,3287000,0,16292.8405262076
"127",2012-07-01,"Bulgaria","Eastern",13.4,0.501302009031261,3315000,0.851840584119258,16618.1615993863
"128",2012-10-01,"Bulgaria","Eastern",13.5,0.435222894103907,3312000,-0.0904977375565611,14414.5822527214
"129",2013-01-01,"Bulgaria","Eastern",13.9,0.452601832663747,3309000,-0.0905797101449275,14976.5946428434
"130",2013-04-01,"Bulgaria","Eastern",13.8,0.435110107899154,3321000,0.362647325475975,14450.0066833309
"131",2013-07-01,"Bulgaria","Eastern",13.8,0.432324256346628,3324000,0.0903342366757001,14370.4582809619
"132",2013-10-01,"Bulgaria","Eastern",14.1,0.45391058739891,3321000,-0.0902527075812274,15074.3706075178
"133",2014-01-01,"Bulgaria","Eastern",13.2,0.500412193606265,3317000,-0.120445648900933,16598.6724619198
"134",2014-04-01,"Bulgaria","Eastern",12.2,0.468048378904576,3287000,-0.904431715405487,15384.7502145934
"135",2014-07-01,"Bulgaria","Eastern",12.4,0.454434395836542,3317000,0.912686340127776,15073.5889098981
"136",2014-10-01,"Bulgaria","Eastern",11.8,0.494410595048111,3288000,-0.874283991558637,16256.2203651819
"137",2015-01-01,"Bulgaria","Eastern",10.9,0.521732926638291,3288000,0,17154.578627867
"138",2015-04-01,"Bulgaria","Eastern",10.6,0.581072906238035,3267000,-0.638686131386861,18983.6518467966
"139",2015-07-01,"Bulgaria","Eastern",9.8,0.530681312769321,3269000,0.0612182430364249,17347.9721144291
"140",2015-10-01,"Bulgaria","Eastern",9.1,0.527227839336737,3261000,-0.244723156928724,17192.899840771
"141",2016-01-01,"Bulgaria","Eastern",9.1,0.63122244905141,3233000,-0.858632321373812,20407.4217778321
"142",2016-04-01,"Bulgaria","Eastern",8.8,0.599326493318754,3210000,-0.711413547788432,19238.380435532
"143",2016-07-01,"Bulgaria","Eastern",8.4,0.59002170562224,3179000,-0.965732087227414,18756.790021731
"144",2016-10-01,"Bulgaria","Eastern",7.9,0.620506558277005,3172000,-0.220195029883611,19682.4680285466
"145",2017-01-01,"Bulgaria","Eastern",7.5,0.607283314664539,3230000,1.82849936948298,19615.2510636646
"146",2017-04-01,"Bulgaria","Eastern",7.1,0.571586928383467,3271000,1.26934984520124,18696.6084274232
"147",2017-07-01,"Bulgaria","Eastern",7.3,0.591775427316228,3287000,0.489147049831856,19451.6582958844
"148",2017-10-01,"Bulgaria","Eastern",6.8,0.601866822485283,3284000,-0.0912686340127776,19765.3064504167
"149",2018-01-01,"Bulgaria","Eastern",6.3,0.649699366295528,3249000,-1.06577344701583,21108.7324109417
"150",2018-04-01,"Bulgaria","Eastern",6.3,0.624736617784917,3240000,-0.277008310249307,20241.4664162313
"151",2018-07-01,"Bulgaria","Eastern",6.4,0.628757387114605,3240000,0,20371.7393425132
"152",2018-10-01,"Bulgaria","Eastern",5.8,0.675167812881652,3220000,-0.617283950617284,21740.4035747892
"153",2019-01-01,"Bulgaria","Eastern",5.6,0.637770974292066,3262000,1.30434782608696,20804.0891814072
"154",2019-04-01,"Bulgaria","Eastern",5,0.599009811077181,3292000,0.919681177191907,19719.4029806608
"155",2019-07-01,"Bulgaria","Eastern",5.1,0.604642995658558,3259000,-1.00243013365735,19705.3152285124
"156",2019-10-01,"Bulgaria","Eastern",5.2,0.623930735779754,3250000,-0.276158330776312,20277.748912842
"157",2020-01-01,"Bulgaria","Eastern",5.2,0.430390876121523,3205000,-1.38461538461538,13794.0275796948
"158",2020-04-01,"Bulgaria","Eastern",6.7,0.573069516393023,3176000,-0.904836193447738,18200.6878406424
"159",2020-07-01,"Bulgaria","Eastern",6.3,0.593436837481235,3183000,0.220403022670025,18889.0945370277
"160",2020-10-01,"Bulgaria","Eastern",6.3,0.507043204135546,3188000,0.157084511467169,16164.5373478412
"161",2021-01-01,"Bulgaria","Eastern",5.9,0.502519078127564,3185000,-0.0941028858218319,16005.2326383629
"162",2021-04-01,"Bulgaria","Eastern",5.5,0.580024415384548,3160000,-0.784929356357928,18328.7715261517
"163",2021-07-01,"Bulgaria","Eastern",5,0.572732333496805,3146000,-0.443037974683544,18018.1592118095
"164",2021-10-01,"Bulgaria","Eastern",4.7,0.560258333230957,3125000,-0.66751430387794,17508.0729134674
"165",2022-01-01,"Bulgaria","Eastern",4.6,0.578029209844847,3194000,2.208,18462.2529624444
"166",2022-04-01,"Bulgaria","Eastern",4.5,0.640569233829188,3188000,-0.187852222917971,20421.3471744745
"167",2022-07-01,"Bulgaria","Eastern",4,0.586613460866274,3172000,-0.501882057716437,18607.3789786782
"168",2022-10-01,"Bulgaria","Eastern",4,0.578110999075317,3171000,-0.0315258511979823,18331.8997806783
"169",2012-01-01,"Croatia","Eastern",15.1,0.586372427014308,1822000,NA,10683.7056202007
"170",2012-04-01,"Croatia","Eastern",15.2,0.589296081527175,1830000,0.439077936333699,10784.1182919473
"171",2012-07-01,"Croatia","Eastern",15.9,0.571299640679723,1841000,0.601092896174863,10517.6263849137
"172",2012-10-01,"Croatia","Eastern",17.6,0.575393688008383,1800000,-2.2270505160239,10357.0863841509
"173",2013-01-01,"Croatia","Eastern",17,0.572961406749676,1789000,-0.611111111111111,10250.2795667517
"174",2013-04-01,"Croatia","Eastern",17.1,0.534770411505016,1826000,2.06819452207937,9764.9077140816
"175",2013-07-01,"Croatia","Eastern",17.6,0.526448501791943,1809000,-0.930996714129244,9523.45339741624
"176",2013-10-01,"Croatia","Eastern",17.1,0.548302089025452,1822000,0.718629076838032,9990.06406204374
"177",2014-01-01,"Croatia","Eastern",18,0.50943641104915,1855000,1.81119648737651,9450.04542496173
"178",2014-04-01,"Croatia","Eastern",17.3,0.563871828347846,1866000,0.592991913746631,10521.8483169708
"179",2014-07-01,"Croatia","Eastern",16.8,0.602382299351834,1887000,1.12540192926045,11366.9539887691
"180",2014-10-01,"Croatia","Eastern",17.5,0.659531210083732,1865000,-1.16587175410705,12300.2570680616
"181",2015-01-01,"Croatia","Eastern",16.7,0.676000334075163,1867000,0.107238605898123,12620.9262371833
"182",2015-04-01,"Croatia","Eastern",16,0.755995807291884,1868000,0.0535618639528656,14122.0016802124
"183",2015-07-01,"Croatia","Eastern",16.6,0.723587156102155,1875000,0.374732334047109,13567.2591769154
"184",2015-10-01,"Croatia","Eastern",15.5,0.809382419397977,1849000,-1.38666666666667,14965.4809346686
"185",2016-01-01,"Croatia","Eastern",14,0.883712558631474,1812000,-2.00108166576528,16012.8715624023
"186",2016-04-01,"Croatia","Eastern",13.4,0.956941132757235,1819000,0.386313465783664,17406.7592048541
"187",2016-07-01,"Croatia","Eastern",12.5,1.05969514025815,1794000,-1.37438152831226,19010.9308162312
"188",2016-10-01,"Croatia","Eastern",12.9,1.08019210545309,1804000,0.557413600891862,19486.6655823737
"189",2017-01-01,"Croatia","Eastern",12.7,1.126584179589,1797000,-0.388026607538803,20244.7177072144
"190",2017-04-01,"Croatia","Eastern",11.5,1.12075608332254,1808000,0.612131329994435,20263.2699864715
"191",2017-07-01,"Croatia","Eastern",10.2,1.12523079012153,1809000,0.0553097345132743,20355.4249932985
"192",2017-10-01,"Croatia","Eastern",10.1,1.14905818306133,1809000,0,20786.4625315795
"193",2018-01-01,"Croatia","Eastern",9.4,1.16748517713957,1796000,-0.718629076838032,20968.0337814267
"194",2018-04-01,"Croatia","Eastern",8.3,1.15159381974937,1784000,-0.66815144766147,20544.4337443287
"195",2018-07-01,"Croatia","Eastern",8.2,1.14734325032478,1786000,0.112107623318386,20491.5504508005
"196",2018-10-01,"Croatia","Eastern",7.8,1.11611606200378,1770000,-0.895856662933931,19755.2542974669
"197",2019-01-01,"Croatia","Eastern",7.1,1.07905722825458,1781000,0.621468926553672,19218.009235214
"198",2019-04-01,"Croatia","Eastern",6.8,1.06503755636443,1757000,-1.34755755193711,18712.709865323
"199",2019-07-01,"Croatia","Eastern",6.3,0.947930667570959,1763000,0.341491178144565,16712.017669276
"200",2019-10-01,"Croatia","Eastern",6.5,0.889301320297127,1775000,0.680657969370391,15785.098435274
"201",2020-01-01,"Croatia","Eastern",6.5,0.814984150321587,1758000,-0.957746478873239,14327.4213626535
"202",2020-04-01,"Croatia","Eastern",7.2,0.713246150088366,1756000,-0.113765642775882,12524.6023955517
"203",2020-07-01,"Croatia","Eastern",8.2,0.840167995848133,1773000,0.968109339407745,14896.1785663874
"204",2020-10-01,"Croatia","Eastern",8.3,0.821084288958298,1769000,-0.225606316976875,14524.9810716723
"205",2021-01-01,"Croatia","Eastern",8.9,0.954645577555229,1790000,1.18711136235161,17088.1558382386
"206",2021-04-01,"Croatia","Eastern",8.3,1.05009454225218,1794000,0.223463687150838,18838.6960880041
"207",2021-07-01,"Croatia","Eastern",7.2,1.13616729544839,1779000,-0.836120401337793,20212.4161860268
"208",2021-10-01,"Croatia","Eastern",6.4,1.16416501823934,1776000,-0.168634064080944,20675.5707239306
"209",2022-01-01,"Croatia","Eastern",6.4,1.14898947266946,1810000,1.91441441441441,20796.7094553173
"210",2022-04-01,"Croatia","Eastern",7.4,1.15358270070673,1803000,-0.386740331491713,20799.0960937424
"211",2022-07-01,"Croatia","Eastern",7.5,1.11198479222391,1777000,-1.4420410427066,19759.9697578189
"212",2022-10-01,"Croatia","Eastern",6.5,1.15793748346641,1782000,0.28137310073157,20634.4459553714
"213",2005-01-01,"Cyprus","Southern",5.3,0.725701180198496,355000,NA,2576.23918970466
"214",2005-04-01,"Cyprus","Southern",5.5,0.774426320918253,356000,0.28169014084507,2756.95770246898
"215",2005-07-01,"Cyprus","Southern",5.4,0.887166253080768,358000,0.561797752808989,3176.05518602915
"216",2005-10-01,"Cyprus","Southern",5.3,0.840765245665553,360000,0.558659217877095,3026.75488439599
"217",2006-01-01,"Cyprus","Southern",5.3,0.879026015507232,362000,0.555555555555556,3182.07417613618
"218",2006-04-01,"Cyprus","Southern",4.4,0.898354602148612,363000,0.276243093922652,3261.02720579946
"219",2006-07-01,"Cyprus","Southern",4.2,0.694375868293929,367000,1.10192837465565,2548.35943663872
"220",2006-10-01,"Cyprus","Southern",4.4,0.630653213729825,371000,1.08991825613079,2339.72342293765
"221",2007-01-01,"Cyprus","Southern",4.1,3.26931145740571,378000,1.88679245283019,12357.9973089936
"222",2007-04-01,"Cyprus","Southern",3.8,3.41366612296785,381000,0.793650793650794,13006.0679285075
"223",2007-07-01,"Cyprus","Southern",4,3.44564580475477,384000,0.78740157480315,13231.2798902583
"224",2007-10-01,"Cyprus","Southern",3.9,3.64890731445454,388000,1.04166666666667,14157.7603800836
"225",2008-01-01,"Cyprus","Southern",3.9,3.60469200620552,386000,-0.515463917525773,13914.1111439533
"226",2008-04-01,"Cyprus","Southern",3.3,3.6014760390763,384000,-0.518134715025907,13829.667990053
"227",2008-07-01,"Cyprus","Southern",3.6,3.67277171194836,385000,0.260416666666667,14140.1710910012
"228",2008-10-01,"Cyprus","Southern",3.7,2.18126206190926,388000,0.779220779220779,8463.29680020793
"229",2009-01-01,"Cyprus","Southern",4.4,2.13465498178862,386000,-0.515463917525773,8239.76822970409
"230",2009-04-01,"Cyprus","Southern",5.3,1.99061386251855,391000,1.29533678756477,7783.30020244753
"231",2009-07-01,"Cyprus","Southern",5.7,1.85231606120701,394000,0.767263427109974,7298.12528115563
"232",2009-10-01,"Cyprus","Southern",6.3,1.53325013708519,401000,1.77664974619289,6148.3330497116
"233",2010-01-01,"Cyprus","Southern",6.9,1.35604732336608,405000,0.997506234413965,5491.99165963263
"234",2010-04-01,"Cyprus","Southern",6.5,1.28165467247851,408000,0.740740740740741,5229.15106371234
"235",2010-07-01,"Cyprus","Southern",6,1.170677332829,410000,0.490196078431373,4799.77706459892
"236",2010-10-01,"Cyprus","Southern",5.9,1.05399662412575,413000,0.731707317073171,4353.00605763935
"237",2011-01-01,"Cyprus","Southern",6.9,1.01217964145576,419000,1.45278450363196,4241.03269769964
"238",2011-04-01,"Cyprus","Southern",7.3,0.838230444333369,420000,0.238663484486874,3520.56786620015
"239",2011-07-01,"Cyprus","Southern",8,0.671149914189684,417000,-0.714285714285714,2798.69514217098
"240",2011-10-01,"Cyprus","Southern",9.5,0.526498971912508,423000,1.43884892086331,2227.09065118991
"241",2012-01-01,"Cyprus","Southern",10.5,0.467691233850906,425000,0.472813238770686,1987.68774386635
"242",2012-04-01,"Cyprus","Southern",11.4,0.387111028311031,426000,0.235294117647059,1649.09298060499
"243",2012-07-01,"Cyprus","Southern",12.2,0.326133644346045,427000,0.234741784037559,1392.59066135761
"244",2012-10-01,"Cyprus","Southern",13.4,0.337500897985689,428000,0.234192037470726,1444.50384337875
"245",2013-01-01,"Cyprus","Southern",15.1,0.178669645093061,428000,0,764.706080998301
"246",2013-04-01,"Cyprus","Southern",15.7,0.269034377076957,423000,-1.16822429906542,1138.01541503553
"247",2013-07-01,"Cyprus","Southern",16.2,0.349791911299169,425000,0.472813238770686,1486.61562302147
"248",2013-10-01,"Cyprus","Southern",16.5,0.373615250731219,424000,-0.235294117647059,1584.12866310037
"249",2014-01-01,"Cyprus","Southern",16.2,0.55826595243029,424000,0,2367.04763830443
"250",2014-04-01,"Cyprus","Southern",16.1,0.590381175326934,423000,-0.235849056603774,2497.31237163293
"251",2014-07-01,"Cyprus","Southern",16.1,0.492114916525137,424000,0.236406619385343,2086.56724606658
"252",2014-10-01,"Cyprus","Southern",16.4,0.52678085453643,426000,0.471698113207547,2244.08644032519
"253",2015-01-01,"Cyprus","Southern",16.5,0.596942315653206,422000,-0.938967136150235,2519.09657205653
"254",2015-04-01,"Cyprus","Southern",15.2,0.603297626978425,414000,-1.8957345971564,2497.65217569068
"255",2015-07-01,"Cyprus","Southern",14.7,0.612832336726902,409000,-1.20772946859903,2506.48425721303
"256",2015-10-01,"Cyprus","Southern",13.2,0.731935805366089,405000,-0.97799511002445,2964.34001173266
"257",2016-01-01,"Cyprus","Southern",13,0.734874517889032,402000,-0.740740740740741,2954.19556191391
"258",2016-04-01,"Cyprus","Southern",12.8,0.809079715667912,407000,1.24378109452736,3292.9544427684
"259",2016-07-01,"Cyprus","Southern",13.1,0.902850722641217,410000,0.737100737100737,3701.68796282899
"260",2016-10-01,"Cyprus","Southern",13,0.751314580454857,413000,0.731707317073171,3102.92921727856
