"","year","ccode","ACCU","PUCA","PRCA","PUINV","PRINV","UDENS","LTU","TFP","INFL","EPL","OG","TGLOB","FGLOB","EGLOB","LRG_pg","LRG_cp","OCR","PS","ROP","ACTPOP","ACTPOP_abs","UNR","VACR_v1","VACR_v2","VACR_v3","BECRU_v1","BECRU_v2","BECRU_v3","FEGAP_v1","FEGAP_v2","FEGAP_v3","VACR","BECRU","FEGAP","NAIRU","NAIRU_gap","Eighties","Nineties","FinancialCrisis","EuroCrisis","CovidCrisis","DCOU_AUT","DCOU_DEU","DCOU_FIN","DCOU_SWE","DCOU_GBR","DCOU_USA","DCLU_CON","DCLU_SOD","DCLU_LIB","DCLU_LIBEU","DCLU_LIBUS","DCLU_MED"
"1","1970","AUT",8.985664302,2.033305886,7.084851645,6.159441973,21.46196147,56.7,NA,5.078371724,4.372826,1.335,3.005146,57.05,53.73,55.39,3.7293,2.1629,38.6591412,23.9787977,9.2699973,-0.7260405,3010595.25,1.94180301,2.870008891,2.870008891,2.870008891,2.360718514,2.360718514,2.360718514,-0.418915504,-0.418915504,-0.418915504,2.870008891,2.360718514,-0.418915504,1.1,0.84180300978504,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"2","1971","AUT",9.737995548,2.195493123,7.684186974,6.612768853,23.14457365,55.3,NA,2.340604422,4.704262,1.335,3.0468896,57.07,54.55,55.81,3.7293,0.9103,38.1054585,23.704552,9.0327282,-0.024488513,3009858,1.728402117,3.306573965,3.306573965,3.306573965,2.390625324,2.390625324,2.390625324,-0.662223207,-0.662223207,-0.662223207,3.306573965,2.390625324,-0.662223207,1.1,0.62840211672526,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"3","1972","AUT",10.3202417,2.245990529,8.205656894,6.923921832,25.29633415,54.3,NA,3.342707442,6.355141,1.335,3.7020865,58.27,54.6,56.43,3.7293,0.8571,35.9331852,23.2651738,8.359918,0.605510293,3028083,1.622892454,3.53435453,3.53435453,3.53435453,2.394969164,2.394969164,2.394969164,-0.77207671,-0.77207671,-0.77207671,3.53435453,2.394969164,-0.77207671,1,0.62289245402808,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"4","1973","AUT",9.832413534,2.113926335,7.83764858,6.454621712,23.93132431,52.8,NA,1.678440168,7.531081,1.42400004162462,3.334762,58.95,55.03,56.99,3.7293,0.8571,36.3325698,22.8314933,8.2952682,0.485546466,3042785.75,1.358319225,3.682345394,3.682345394,3.682345394,2.236470554,2.236470554,2.236470554,-0.87815133,-0.87815133,-0.87815133,3.682345394,2.236470554,-0.87815133,1,0.35831922472074,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"5","1974","AUT",9.716728525,2.18781925,7.669611582,6.734297748,23.60773085,52.4,NA,1.237192581,9.521791,1.51300008119539,2.6541045,61.26,55.56,58.41,3.7293,0.8571,35.1740675,22.8272678,8.0292786,0.259655153,3050686.5,1.353945627,3.330124744,3.330124744,3.330124744,2.123395355,2.123395355,2.123395355,-0.769449728,-0.769449728,-0.769449728,3.330124744,2.123395355,-0.769449728,1,0.35394562685748,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"6","1975","AUT",8.854452063,2.173598183,6.851021543,6.890366495,21.71792821,52.6,NA,-1.79620217,8.445255,1.60199999958923,-1.2227333,60.86,56.24,58.55,3.7293,0.8571,33.7718305,22.4092929,7.5680284,-1.81377208,2995354,1.852520501,2.304051335,2.304051335,2.304051335,2.065987012,2.065987012,2.065987012,-0.213466511,-0.213466511,-0.213466511,2.304051335,2.065987012,-0.213466511,1.1,0.75252050120356,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"7","1976","AUT",8.80983275,1.974740205,6.960609388,6.144845479,21.65949172,52.4,NA,2.579319088,7.318689,1.69100004121385,-0.0294677,62.29,58.63,60.46,3.7293,0.8571,33.5875905,22.6498006,7.6075223,0.180679813,3000766,1.84215288,2.224809483,2.224809483,2.224809483,2.024460224,2.024460224,2.024460224,-0.182307344,-0.182307344,-0.182307344,2.224809483,2.024460224,-0.182307344,1.2,0.64215288001953,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"8","1977","AUT",9.17634698,1.956761579,7.329807045,6.028751838,22.58302093,51.7,NA,2.434696578,5.49461,1.78000008283846,1.7173301,62.21,58.88,60.54,3.7293,0.8571,33.4732251,22.7190708,7.6048057,1.240291646,3037984.25,1.684020559,2.310434021,2.310434021,2.310434021,1.972515752,1.972515752,1.972515752,-0.288495193,-0.288495193,-0.288495193,2.310434021,1.972515752,-0.288495193,1.3,0.38402055923119,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"9","1978","AUT",8.280500635,1.978167075,6.445350537,6.283573893,20.47341546,51.5,NA,-1.95442632,3.574322,1.95800004080308,-1.0704433,62.28,60.03,61.16,3.7293,0.8571,32.0544959,22.2521839,7.1328254,1.341967128,3078753,1.902387407,2.170454756,2.170454756,2.170454756,2.032005363,2.032005363,2.032005363,-0.129617956,-0.129617956,-0.129617956,2.170454756,2.032005363,-0.129617956,1.5,0.40238740737016,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"10","1979","AUT",8.4385547,1.850834885,6.699631485,5.828898303,21.0993811,51.5,NA,3.480608412,3.707406,2.13600000082154,1.7592827,63.58,59.89,61.73,3.7293,0.9495,32.1168009,22.3959324,7.192857,1.18761557,3115316.75,1.820874082,2.221918315,2.221918315,2.221918315,2.011425731,2.011425731,2.011425731,-0.190551649,-0.190551649,-0.190551649,2.221918315,2.011425731,-0.190551649,1.8,0.02087408207325,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"11","1980","AUT",8.397555476,1.682362398,6.79390453,5.469207516,22.08636722,51.7,NA,-0.358521545,6.328318,2.31400008201693,1.2240852,65.43,62.89,64.16,3.7293,1,30.6053176,21.9440251,6.7160386,0.425462355,3128571.25,1.69953293,2.414542793,2.414542793,2.414542793,2.025733197,2.025733197,2.025733197,-0.326200268,-0.326200268,-0.326200268,2.414542793,2.025733197,-0.326200268,2,-0.30046707020415,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"12","1981","AUT",8.107348783,1.586140566,6.58938857,5.323233272,22.11459263,51.9,NA,-1.320399302,6.803043,2.49199991880461,-1.0166522,66.45,64.63,65.54,3.7293,1,29.2651122,21.4362443,6.273341,1.333787747,3170299.75,2.184933431,1.949036399,1.949036399,1.949036399,2.063616918,2.063616918,2.063616918,0.121316512,0.121316512,0.121316512,1.949036399,2.063616918,0.121316512,2.3,-0.11506656939536,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"13","1982","AUT",7.24364879,1.44249169,5.867247549,4.88772818,19.88053822,52.1,NA,1.762565488,5.436026,2.67,-0.7168761,65.29,64.59,64.94,3.7293,1,28.7932037,21.2581157,6.1208926,4.212582738,3303851.25,3.18840837,1.569537584,1.569537584,1.569537584,2.237035264,2.237035264,2.237035264,0.951373107,0.951373107,0.951373107,1.569537584,2.237035264,0.951373107,2.6,0.58840837018322,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"14","1983","AUT",7.041962845,1.393033873,5.711299948,4.684323217,19.20525801,52,NA,2.370303736,3.339167,2.67,0.5845165,64.76,63.73,64.25,4.27284117647059,1.9728,28.9396079,21.4107242,6.1961796,-0.283139261,3294496.75,3.86628499,1.49552124,1.49552124,1.49552124,2.404602113,2.404602113,2.404602113,1.461682876,1.461682876,1.461682876,1.49552124,2.404602113,1.461682876,2.9,0.966284989557889,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"15","1984","AUT",6.869239433,1.356264641,5.573262107,4.57718009,18.80888404,52,NA,-0.811612427,5.663189,2.67,-1.0867833,66.4,64.96,65.68,4.27284117647059,2.6,28.7146567,21.362782,6.1342495,2.06669653,3362584,3.880090408,1.537969614,1.537969614,1.537969614,2.442838748,2.442838748,2.442838748,1.43725166,1.43725166,1.43725166,1.537969614,2.442838748,1.43725166,3.1,0.78009040802221,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"16","1985","AUT",7.114266855,1.323371335,5.836673697,4.429351912,19.5354706,51.3,NA,1.282875462,3.189511,2.67,-0.6164135,67.29,68.26,67.78,4.27284117647059,2.6,28.9300291,21.4229126,6.1976548,-0.227399524,3354937.5,4.156426484,1.729398875,1.729398875,1.729398875,2.681066818,2.681066818,2.681066818,1.475359665,1.475359665,1.475359665,1.729398875,2.681066818,1.475359665,3.3,0.85642648356296,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"17","1986","AUT",7.073923383,1.387475263,5.746660068,4.629502434,19.17452331,50.9,NA,1.108124803,1.705446,2.67,-0.4730112,65.23,68.12,66.68,4.27284117647059,2.5456,28.932291,21.374041,6.1839998,0.8601427,3383794.75,4.490747359,1.802737719,1.802737719,1.802737719,2.845283756,2.845283756,2.845283756,1.645463603,1.645463603,1.645463603,1.802737719,2.845283756,1.645463603,3.4,1.09074735857204,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"18","1987","AUT",7.196349443,1.260347955,5.966293304,4.232952937,20.03814792,50.1,NA,0.333025315,1.401955,2.67,-1.3918244,64.54,68.36,66.45,5.07508343949045,2.7838,28.5109649,21.2634158,6.062405,1.272476707,3426852.75,4.799745041,1.857382029,1.857382029,1.857382029,2.985793058,2.985793058,2.985793058,1.813951983,1.813951983,1.813951983,1.857382029,2.985793058,1.813951983,3.5,1.29974504108042,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"19","1988","AUT",7.487383784,1.204019875,6.292879202,4.006540169,20.94041288,49.1,NA,1.572606978,1.91572,2.67,-0.6940362,65.19,67.72,66.46,5.07508343949045,2.8002,28.54835,21.370347,6.1008815,0.094277468,3430083.5,4.624799421,2.011915829,2.011915829,2.011915829,3.050361808,3.050361808,3.050361808,1.574437613,1.574437613,1.574437613,2.011915829,3.050361808,1.574437613,3.6,1.02479942137934,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"20","1989","AUT",7.59473422,1.210539038,6.391648518,4.012001016,21.18337331,48,NA,1.869681365,2.568347,2.67,0.2962928,66.32,69.75,68.03,5.07508343949045,2.8074,28.408782,21.2299748,6.0311773,0.58813437,3450257,4.32345728,2.515210745,2.515210745,2.515210745,3.297636457,3.297636457,3.297636457,1.025820823,1.025820823,1.025820823,2.515210745,3.297636457,1.025820823,3.7,0.62345728024124,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"21","1990","AUT",7.768476173,1.191850804,6.574762618,3.89193676,21.46960025,46.8,NA,1.818743045,3.261872,2.67,1.4820314,66.76,69.54,68.15,4.9053,2.8026,28.574105,21.29265,6.0841842,2.246354402,3527762,4.698004081,2.81157984,2.81157984,2.81157984,3.634393149,3.634393149,3.634393149,1.063610932,1.063610932,1.063610932,2.81157984,3.634393149,1.063610932,3.8,0.898004080967,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"22","1991","AUT",8.131329201,1.212975401,6.909312303,3.944501062,22.4685428,45.5,NA,1.262629172,3.337426,2.67,1.6823971,66.59,72.73,69.66,4.9053,2.8236,28.5342593,21.2612139,6.0667299,1.97854192,3597560.25,5.143152602,2.544825096,2.544825096,2.544825096,3.617792671,3.617792671,3.617792671,1.525359931,1.525359931,1.525359931,2.544825096,3.617792671,1.525359931,3.8,1.34315260200449,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"23","1992","AUT",7.889873489,1.198124992,6.687317243,3.952959824,22.06338785,44.5,NA,0.516476478,4.020847,2.67,0.819543,66.18,72.87,69.53,4.9053,2.6875,27.9383942,20.8698261,5.8306943,2.183570101,3676115.5,5.252207314,2.312174191,2.312174191,2.312174191,3.484826854,3.484826854,3.484826854,1.76738046,1.76738046,1.76738046,2.312174191,3.484826854,1.76738046,3.9,1.35220731376051,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"24","1993","AUT",7.576144846,1.243384961,6.347543058,4.188004951,21.37997692,44,NA,-0.312701732,3.631786,2.67,-1.1360295,66,74.36,70.18,4.9053,2.6875,27.2996199,20.5733581,5.6164486,1.339090135,3725342,5.965919779,1.910003752,1.910003752,1.910003752,3.375637594,3.375637594,3.375637594,2.590282186,2.590282186,2.590282186,1.910003752,3.375637594,2.590282186,4,1.96591977921332,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"25","1994","AUT",7.728935584,1.242116894,6.49650394,4.204413757,21.98987121,41.5,18.42717543,1.153750886,2.953407,2.67,-1.0295035,67.42,75.32,71.37,4.94885555555556,2.6875,27.0236103,20.5803447,5.5615522,3.016374067,3837712.25,5.600779778,1.766611076,1.766611076,1.766611076,3.145536455,3.145536455,3.145536455,2.455243323,2.455243323,2.455243323,1.766611076,3.145536455,2.455243323,4.1,1.50077977789346,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"26","1995","AUT",7.526141017,1.163516888,6.362619141,3.911151059,21.38788431,41.1,29.14422501,1.685504341,2.243364,2.67,-0.5321166,70.12,76.48,73.3,4.94885555555556,2.6875,26.8371542,20.5996248,5.5283531,0.857906947,3870636.25,5.573561999,1.585283359,1.585283359,1.585283359,2.972486348,2.972486348,2.972486348,2.601075651,2.601075651,2.601075651,1.585283359,2.972486348,2.601075651,4.1,1.47356199946664,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"27","1996","AUT",7.626282018,1.09089755,6.535390343,3.689380572,22.1024808,40.1,24.86379396,0.883498335,1.860974,2.67,-0.4951733,72.52,77.59,75.06,4.90213870967742,2.6515,26.5982763,21.6921443,5.7697365,-0.818805952,3838943.25,6.004348675,1.419913871,1.419913871,1.419913871,2.919872937,2.919872937,2.919872937,3.084475738,3.084475738,3.084475738,1.419913871,2.919872937,3.084475738,4.2,1.80434867452552,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"28","1997","AUT",7.47090732,0.867320799,6.60358554,2.951018902,22.46839435,38.9,27.49870533,0.497224986,1.305983,2.67,-0.8283914,75.61,79.36,77.49,4.90213870967742,2.7599,26.3389045,22.6081131,5.9547293,0.266818219,3849186.25,6.062212618,1.402921304,1.402921304,1.402921304,2.916300264,2.916300264,2.916300264,3.145912354,3.145912354,3.145912354,1.402921304,2.916300264,3.145912354,4.2,1.86221261771818,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"29","1998","AUT",7.513029369,0.853542385,6.659491394,2.893627866,22.5766057,38.4,30.2939711,1.7880281,0.9224669,2.67,0.1335495,75.71,81,78.36,4.90213870967742,2.769,26.3380833,22.9455748,6.0434246,0.147764998,3854874,6.168680407,1.531213506,1.531213506,1.531213506,3.073364077,3.073364077,3.073364077,3.09531633,3.09531633,3.09531633,1.531213506,3.073364077,3.09531633,4.2,1.96868040688731,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"30","1999","AUT",7.40607932,0.842656961,6.563417997,2.839839569,22.11938547,37.9,29.17359956,1.53048065,0.5689865,2.67,1.0735211,76.32,81.72,79.02,4.90213870967742,2.769,26.3796422,22.8625008,6.0310459,-0.50323305,3835475,5.780972257,1.800586986,1.800586986,1.800586986,3.226320414,3.226320414,3.226320414,2.554651843,2.554651843,2.554651843,1.800586986,3.226320414,2.554651843,4.3,1.48097225675694,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"31","2000","AUT",7.619331216,0.790074317,6.829252717,2.65576188,22.95590256,36.9,25.83757245,1.617742046,2.344868,2.67,1.8189299,79.58,84.44,82.01,7.41135,6.6073,26.3710198,23.8722329,6.2953513,0.354591022,3849075.25,5.048244539,1.931245533,1.931245533,1.931245533,3.122402875,3.122402875,3.122402875,1.925841664,1.925841664,1.925841664,1.931245533,3.122402875,1.925841664,4.3,0.748244538714721,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"32","2001","AUT",7.35003863,0.715941909,6.634095376,2.415353173,22.38126182,36.2,23.33100645,-0.181189971,2.65,2.67,0.6390151,79.18,85.15,82.17,7.41135,7,26.1453911,24.3673614,6.3709419,0.679377469,3875225,5.260243923,1.733037398,1.733037398,1.733037398,3.019304463,3.019304463,3.019304463,2.24093946,2.24093946,2.24093946,1.733037398,3.019304463,2.24093946,4.4,0.860243923054149,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"33","2002","AUT",6.994426589,0.779788363,6.214635601,2.62335535,20.90720806,36,19.21317237,0.857112558,1.810359,2.67,0.0081909,79.4,82.26,80.83,7.41135,7,26.1816904,24.6540932,6.4548583,-0.261920276,3865075,6.013209736,1.530394952,1.530394952,1.530394952,3.033576408,3.033576408,3.033576408,2.979633328,2.979633328,2.979633328,1.530394952,3.033576408,2.979633328,4.5,1.5132097360979,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"34","2003","AUT",7.109247041,0.732384714,6.37686614,2.483584021,21.62454041,34.6,24.54709649,-0.324468579,1.355554,2.29,-1.2818471,80.41,82.96,81.68,6.82144226804124,5.8083,25.7425397,24.4814414,6.3021448,2.538760567,3963200,6.057403465,1.446711502,1.446711502,1.446711502,2.960289727,2.960289727,2.960289727,3.097113738,3.097113738,3.097113738,1.446711502,2.960289727,3.097113738,4.7,1.35740346463567,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"35","2004","AUT",7.03066437,0.716430742,6.314237315,2.403994581,21.18752226,34.8,27.89305286,1.502109631,2.061207,2.29,-0.8932138,79.16,84.72,81.94,6.82144226804124,5.5835,25.805725,25.6911619,6.6297906,-1.846998637,3889999.75,6.269807159,1.53911498,1.53911498,1.53911498,3.106437529,3.106437529,3.106437529,3.16336963,3.16336963,3.16336963,1.53911498,3.106437529,3.16336963,4.8,1.46980715884946,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"36","2005","AUT",6.915501463,0.878470816,6.037029466,2.928292827,20.12382171,33.8,25.5295061,0.735111849,2.299138,2.29,-0.9489291,78.82,86.48,82.65,6.82144226804124,5.5835,25.7609893,26.6629428,6.8686378,2.080347177,3970925.25,6.362726995,1.583350315,1.583350315,1.583350315,3.174023597,3.174023597,3.174023597,3.188703399,3.188703399,3.188703399,1.583350315,3.174023597,3.188703399,5,1.36272699549807,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"37","2006","AUT",6.865857468,0.872601995,5.993258876,2.872395916,19.7283669,31.6,27.96366365,1.619859441,1.441547,2.29,0.3647569,77.39,88.44,82.92,6.82144226804124,5.5835,25.9940448,27.6523106,7.187954,1.680968434,4037675.25,5.924845299,1.761665703,1.761665703,1.761665703,3.23072697,3.23072697,3.23072697,2.694118328,2.694118328,2.694118328,1.761665703,3.23072697,2.694118328,5,0.92484529876463,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"38","2007","AUT",7.038586599,0.914596588,6.123992172,2.977846875,19.93918543,30.4,27.24568255,1.764220741,2.168556,2.29,2.1829512,79.15,88.51,83.83,5.0808223880597,3.0705,25.7090193,28.2180943,7.2545953,2.136743167,4123950,5.389877448,1.883826399,1.883826399,1.883826399,3.186470371,3.186470371,3.186470371,2.203407077,2.203407077,2.203407077,1.883826399,3.186470371,2.203407077,5.1,0.28987744786218,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"39","2008","AUT",7.00822597,0.975520181,6.032705789,3.240001511,20.03646491,29.6,24.322753,-0.492507037,3.215951,2.29,2.0915133,79.11,87.26,83.19,5.02507777777778,3,24.8031857,26.6027445,6.5983281,1.020865917,4166050,5.094260931,1.843779126,1.843779126,1.843779126,3.064749903,3.064749903,3.064749903,2.029511028,2.029511028,2.029511028,1.843779126,3.064749903,2.029511028,5.1,-0.00573906925224943,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"40","2009","AUT",6.413712502,0.964274328,5.449437182,3.369700462,19.04330588,29.3,21.68101311,-4.02192099,0.5063094,2.29,-2.6853388,75.63,85.72,80.68,5.02507777777778,3,23.2866097,23.762441,5.5334669,0.936732636,4205074.75,6.189850748,1.523442954,1.523442954,1.523442954,3.070811702,3.070811702,3.070811702,3.119039046,3.119039046,3.119039046,1.523442954,3.070811702,3.119039046,5.2,0.98985074803201,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"41","2010","AUT",6.174719312,0.928897259,5.245826884,3.248915331,18.34782826,28.9,25.44637575,0.898142427,1.813532,2.29,-1.6660339,76.91,82.98,79.94,5.02507777777778,3,23.1723528,24.0929368,5.5829003,0.356717797,4220075,5.942970144,1.640883944,1.63012373,1.63012373,3.122775094,3.112519343,3.112519343,2.82019505,2.830450801,2.830450801,1.640883944,3.122775094,2.82019505,5.2,0.74297014392357,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"42","2011","AUT",6.487375929,0.873904582,5.613468553,3.027130349,19.44457253,28.3,26.25585049,1.365136312,3.286583,2.29,0.2879629,77.02,83.21,80.11,5.02507777777778,3,23.1197189,24.6115731,5.6901265,0.619657234,4246225,5.809756964,1.735273069,1.658149789,1.658149789,3.175140123,3.103779516,3.103779516,2.634616841,2.705977448,2.705977448,1.735273069,3.175140123,2.634616841,5.3,0.50975696398922,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
"43","2012","AUT",6.452132741,0.836580215,5.615553421,2.93669603,19.71260274,28,24.91250916,-0.522938755,2.485675,2.29,0.0326508,77.15,82.78,79.96,5.02507777777778,3,22.9079242,23.589906,5.4039578,1.108637672,4293300.25,6.070697061,1.615774937,1.556920571,1.556920571,3.131913179,3.074344342,3.074344342,2.938783882,2.996352719,2.996352719,1.615774937,3.131913179,2.938783882,5.4,0.67069706111416,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
"44","2013","AUT",6.459241927,0.852649309,5.606591749,3.04141086,19.99878361,27.8,24.59289244,-0.767324028,2.000158,2.29,-0.9088578,78.18,81.23,79.7,5.03200707070707,3,22.4952086,22.7915407,5.1270046,0.991073243,4335850,6.623796293,1.498832707,1.455095791,1.455095791,3.150866949,3.104554414,3.104554414,3.472929344,3.519241879,3.519241879,1.498832707,3.150866949,3.472929344,5.4,1.2237962929142,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"45","2014","AUT",6.349101374,0.828419586,5.520683471,2.956708783,19.70384765,27.7,27.20212028,-0.437947593,1.605806,2.29,-1.1794795,81.2,84.93,83.07,5.03200707070707,3,22.4613354,23.0531643,5.1780486,0.499319626,4357499.75,7.328881124,1.430466605,1.446077752,1.446077752,3.23785727,3.255477222,3.255477222,4.091023854,4.073403902,4.073403902,1.430466605,3.23785727,4.091023854,5.5,1.82888112399016,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"46","2015","AUT",6.407172892,0.841381476,5.565788956,2.980501886,19.71619884,27.4,29.21544632,0.095780551,0.8965653,2.29,-1.2895473,80.23,83,81.62,5.03200707070707,3,22.3316146,23.2844566,5.1997951,0.975909408,4400025,8.052687336,1.512997865,1.513952437,1.513952437,3.490515541,3.491616476,3.491616476,4.562171794,4.561070859,4.561070859,1.512997865,3.490515541,4.562171794,5.6,2.4526873355103,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"47","2016","AUT",6.582705974,0.848310178,5.73439659,2.976407127,20.11987987,26.9,32.28868091,0.5881886,0.8915924,2.29,-0.5531154,79.83,83.77,81.8,5.07439803921569,3,22.678166,23.4113414,5.3092629,2.049420174,4490200,7.957842173,1.622055798,1.786721056,1.786721056,3.592779431,3.770735229,3.770735229,4.365062742,4.187106944,4.187106944,1.622055798,3.592779431,4.365062742,5.6,2.35784217287302,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"48","2017","AUT",6.74997378,0.887783286,5.862191265,3.107719015,20.52082253,26.7,33.42543436,0.602683982,2.081269,2.29,0.5132412,80.91,83.88,82.4,7.32003539823009,3.1419,22.5446993,23.1490685,5.2188879,0.396986771,4508025.5,7.542125668,2.162833802,2.233248847,2.233248847,4.03885681,4.104076443,4.104076443,3.503268858,3.438049225,3.438049225,2.162833802,4.03885681,3.503268858,5.6,1.94212566811896,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"49","2018","AUT",6.920472828,0.880824074,6.039650246,3.066780248,21.02835358,26.3,28.89874481,0.685405596,1.998382,2.29,1.7748968,81.33,83.58,82.46,7.32003539823009,7,22.6005545,22.8468247,5.1635091,0.688754977,4539074.75,6.876189762,2.644154068,2.617379941,2.617379941,4.264001071,4.242357971,4.242357971,2.612188691,2.633831791,2.633831791,2.644154068,4.264001071,2.612188691,5.5,1.37618976172966,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"50","2019","AUT",7.097750466,0.890157226,6.20759252,3.124474563,21.78880805,26.3,25.13284037,0.101542566,1.530896,2.29,2.1774026,81.92,84.18,83.05,5,2.8033,22.4438098,22.707904,5.0965188,0.443372297,4559199.75,6.609246269,2.798508456,2.756189649,2.756189649,4.300701288,4.268059999,4.268059999,2.308544981,2.34118627,2.34118627,2.798508456,4.300701288,2.308544981,5.5,1.10924626929733,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"51","2020","AUT",6.627378862,0.8788129,5.748563877,3.316343977,21.69314447,NA,24.53209904,-6.067491562,1.381909,NA,-5.3160657,80.69,82.92,81.81,5.39767731958763,6.58587041373927,NA,NA,NA,-0.414540951,4540300,9.025525558,2.253980698,1.383711322,2.379918301,4.510361449,3.533938582,4.634653542,4.515164109,5.491586976,4.390872016,2.253980698,4.510361449,4.515164109,5.5,3.52552555837128,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
"52","2021","AUT",7.075509461,0.931723314,6.143785491,3.486644177,22.99093903,NA,31.52394204,2.556474513,2.766667,NA,-2.3015849,NA,NA,NA,NA,NA,NA,NA,NA,1.085280708,4589575,7.227817825,3.195568061,2.072027644,3.221988802,4.805932146,3.869914513,4.82575881,2.421885679,3.357903311,2.402059015,3.195568061,4.805932146,2.421885679,5.4,1.8278178248733,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
"53","2022","AUT",6.919090975,0.879685831,6.039407742,3.280446333,22.52162339,NA,NA,2.438009596,8.54687,NA,1.1268173,NA,NA,NA,NA,NA,NA,NA,NA,1.611805015,4663550,5.6421925,4.428109335,2.691254492,3.975485144,4.998424279,3.896739138,4.736079862,0.64376822,1.745453362,0.906112638,4.428109335,4.998424279,0.64376822,5.3,0.34219249983988,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"54","1970","DEU",7.482485462,1.377238759,6.105252333,4.694948702,20.81254708,32,NA,2.518755882,3.450237,1.93749994181818,1.88414,49.41,54.5,51.96,3.91417874015748,2.4375,33.5408315,20.0889043,6.7379855,1.053702867,34005672.5,0.428106513,3.233014324,3.233014324,3.233014324,1.176466952,1.176466952,1.176466952,-0.748360439,-0.748360439,-0.748360439,3.233014324,1.176466952,-0.748360439,0.9,-0.471893487006406,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"55","1971","DEU",7.594123238,1.323813055,6.270304941,4.552265498,21.562027,32.1,NA,1.139524931,5.240975,2.21875006106061,1.0414008,51.25,55.51,53.38,3.91417874015748,2.4375,32.3106566,19.6816497,6.3592703,0.672329006,34234302.5,0.556467968,2.64343036,2.64343036,2.64343036,1.212841425,1.212841425,1.212841425,-0.656373457,-0.656373457,-0.656373457,2.64343036,1.212841425,-0.656373457,1,-0.443532031674213,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
