,country,year,unemployment_rate_oecd,active_pop_oecd,vacancy_rate_lm_v1,vacancy_rate_lm_v2,vacancy_rate_lm_v3,vacancy_rate_oecd,unemployment_level_oecd,vacancy_stock_oecd,vacancy_stock_lm_v1,vacancy_stock_lm_v2,vacancy_stock_lm_v3,vacancy_stock_eurostat,becru_lm_v1,fegap_lm_v1,becru_lm_v2,fegap_lm_v2,becru_lm_v3,fegap_lm_v3,active_pop_growth_oecd
167,Sweden,1977,2.234430649,4151026.163,1.341813935,1.341813935,1.341813935,0.916652833,92767.0433,38043.835,55693.11207,55693.11207,55693.11207,NA,1.73152828,0.50290237,1.73152828,0.50290237,1.73152828,0.50290237,0.703399105
168,Sweden,1978,2.819579857,4184153.777,1.25885364,1.25885364,1.25885364,0.827086196,117975.829,34609.585,52674.8662,52674.8662,52674.8662,NA,1.88399532,0.935584536,1.88399532,0.935584536,1.88399532,0.935584536,0.798058408
169,Sweden,1979,2.597457029,4237879.264,1.550504198,1.550504198,1.550504198,1.166601111,110048.292,49462.0825,65728.2226,65728.2226,65728.2226,NA,2.006830343,0.590626685,2.006830343,0.590626685,2.006830343,0.590626685,1.284022776
170,Sweden,1980,2.502342197,4280255.915,1.628147547,1.628147547,1.628147547,1.260871876,107119.719,53960.6675,69681.8764,69681.8764,69681.8764,NA,2.018460381,0.483881815,2.018460381,0.483881815,2.018460381,0.483881815,0.99994947
171,Sweden,1981,3.178916701,4312968.08,1.128134347,1.128134347,1.128134347,0.696431378,137115.8497,30032.75,48652.44112,48652.44112,48652.44112,NA,1.893738397,1.285178303,1.893738397,1.285178303,1.893738397,1.285178303,0.764257222
172,Sweden,1982,3.964979748,4326381.905,0.918092862,0.918092862,0.918092862,0.459258892,171550.9861,19866.6675,39717.81595,39717.81595,39717.81595,NA,1.907935954,2.057043794,1.907935954,2.057043794,1.907935954,2.057043794,0.311011445
173,Sweden,1983,4.368482545,4352859.024,0.931283486,0.931283486,0.931283486,0.477829851,190156.7203,20800,40538.09023,40538.09023,40538.09023,NA,2.017001649,2.351480896,2.017001649,2.351480896,2.017001649,2.351480896,0.611992194
174,Sweden,1984,3.917712964,4377273.899,1.091224779,1.091224779,1.091224779,0.663054753,171472.9227,29033.335,47774.08917,47774.08917,47774.08917,NA,2.067632817,1.850080147,2.067632817,1.850080147,2.067632817,1.850080147,0.560892855
175,Sweden,1985,3.589939947,4412537.952,1.228390342,1.228390342,1.228390342,0.823754591,158396.828,36350.0025,54204.46012,54204.46012,54204.46012,NA,2.099963704,1.489976243,2.099963704,1.489976243,2.099963704,1.489976243,0.805616777
176,Sweden,1986,3.36662779,4434715.731,1.27480687,1.27480687,1.27480687,0.879439767,149296.874,38999.9975,56533.45086,56533.45086,56533.45086,NA,2.071666053,1.294961737,2.071666053,1.294961737,2.071666053,1.294961737,0.502608238
177,Sweden,1987,2.88140581,4458039.536,1.408795742,1.408795742,1.408795742,1.034880936,128435.7588,46141.6675,62810.02245,62810.02245,62810.02245,NA,2.014773495,0.866632315,2.014773495,0.866632315,2.014773495,0.866632315,0.52593685
178,Sweden,1988,2.452078433,4505274.515,1.510487053,1.510487053,1.510487053,1.156544032,110461.7375,52108.3325,68053.92199,68053.92199,68053.92199,NA,1.924534418,0.527544015,1.924534418,0.527544015,1.924534418,0.527544015,1.059545989
179,Sweden,1989,2.174782563,4558175.253,1.451352689,1.451352689,1.451352689,1.095777033,99131.28706,49950,66157.03674,66157.03674,66157.03674,NA,1.776619408,0.398163155,1.776619408,0.398163155,1.776619408,0.398163155,1.174195671
180,Sweden,1990,2.3957086,4611589.337,1.274240839,1.274240839,1.274240839,0.900697991,110504.6,41525,58752.58994,58752.58994,58752.58994,NA,1.747200543,0.648508057,1.747200543,0.648508057,1.747200543,0.648508057,1.17183042
181,Sweden,1991,3.881551896,4589708.755,0.839792917,0.839792917,0.839792917,0.403743786,178034.0154,18550,38560.64153,38560.64153,38560.64153,NA,1.80546387,2.076088025,1.80546387,2.076088025,1.80546387,2.076088025,-0.474469454
182,Sweden,1992,6.562597212,4517042.859,0.698219056,0.698219056,0.698219056,0.233771124,296241.6461,10566.6665,31544.36044,31544.36044,31544.36044,NA,2.140591141,4.422006072,2.140591141,4.422006072,2.140591141,4.422006072,-1.583235437
183,Sweden,1993,10.21872069,4431503.897,0.673175592,0.673175592,0.673175592,0.194465617,452708.0331,8616.667,29830.572,29830.572,29830.572,NA,2.622783511,7.595937177,2.622783511,7.595937177,2.622783511,7.595937177,-1.893693827
184,Sweden,1994,10.5572608,4416527.459,0.739393676,0.739393676,0.739393676,0.267877826,466248.9358,11833.33425,32657.59177,32657.59177,32657.59177,NA,2.79391694,7.763343859,2.79391694,7.763343859,2.79391694,7.763343859,-0.337953852
185,Sweden,1995,9.987807893,4451386.922,0.79551329,0.79551329,0.79551329,0.336222012,444591.4928,14966.665,35411.36991,35411.36991,35411.36991,NA,2.818764608,7.169043285,2.818764608,7.169043285,2.818764608,7.169043285,0.789295737
186,Sweden,1996,10.75541309,4464469.184,0.774971632,0.774971632,0.774971632,0.314518802,480168.0528,14041.665,34598.41878,34598.41878,34598.41878,NA,2.887064258,7.868348834,2.887064258,7.868348834,2.887064258,7.868348834,0.293891809
187,Sweden,1997,10.99068806,4433014.294,0.822410785,0.822410785,0.822410785,0.364463778,487306.5396,16150,36451.36292,36451.36292,36451.36292,NA,3.006469756,7.9842183,3.006469756,7.9842183,3.006469756,7.9842183,-0.70456058
188,Sweden,1998,9.294999909,4421328.047,0.96201488,0.96201488,0.96201488,0.521802801,410911.8017,23074.9975,42537.50839,42537.50839,42537.50839,NA,2.990305707,6.304694202,2.990305707,6.304694202,2.990305707,6.304694202,-0.263618521
189,Sweden,1999,7.948695777,4453067.703,1.008515772,1.008515772,1.008515772,0.578800058,353954.9983,25775.0025,44910.45123,44910.45123,44910.45123,NA,2.831322139,5.117373638,2.831322139,5.117373638,2.831322139,5.117373638,0.71787608
190,Sweden,2000,6.668349814,4487320.978,1.183502843,1.183502843,1.183502843,0.782237435,299166.3894,35108.3325,53113.19846,53113.19846,53113.19846,NA,2.809272319,3.859077495,2.809272319,3.859077495,2.809272319,3.859077495,0.769206235
191,Sweden,2001,5.872312044,4531298.174,1.522517478,1.021678539,1.021678539,0.603594801,266095.1623,27350,68984.30259,46294.66312,46294.66312,68984.30259,2.990099953,2.882212092,2.449411193,3.422900851,2.449411193,3.422900851,0.980032318
192,Sweden,2002,5.996256629,4544664.959,1.195917052,1.054606809,1.054606809,0.642705874,272515.3413,29209.085,54348.12764,47928.54988,47928.54988,54348.12764,2.67787706,3.318379569,2.514695423,3.481561206,2.514695423,3.481561206,0.294987997
193,Sweden,2003,6.642757658,4564434.717,0.968701486,0.974150678,0.974150678,0.553573106,303225.6428,25263,44210.13011,44460.46959,44460.46959,44210.13011,2.536700458,4.106057199,2.543825245,4.098932413,2.543825245,4.098932413,0.43501023
194,Sweden,2004,7.449080175,4582931.519,0.823085151,0.88569535,0.88569535,0.455166525,341387.9048,20859.42,37722.17989,40590.31246,40590.31246,37722.17989,2.476131516,4.97294866,2.568582425,4.88049775,2.568582425,4.88049775,0.405237521
195,Sweden,2005,7.669960641,4615070.366,0.909831599,0.907773197,0.907773197,0.484127745,353986.91,22348.415,42002.19399,41898.93967,41898.93967,42002.19399,2.641660946,5.028299694,2.638671008,5.031289633,2.638671008,5.031289633,0.701272678
196,Sweden,2006,7.077743562,4671153.427,1.007063428,1.086118019,1.086118019,0.693643694,330555.7041,32414.8325,47043.35212,50745.97265,50745.97265,47043.35212,2.669782144,4.407961418,2.772591715,4.305151847,2.772591715,4.305151847,1.215215746
197,Sweden,2007,6.165236661,4736214.447,1.159715461,1.254934898,1.254934898,0.893174643,291972.4112,42312.665,54932.76682,59444.842,59444.842,54932.76682,2.673933484,3.491303177,2.781541055,3.383695606,2.781541055,3.383695606,1.392825588
198,Sweden,2008,6.154981527,4778519.43,1.026645297,1.16439606,1.16439606,0.7948981,294134.9726,37980.4125,49055.32251,55637.37218,55637.37218,49055.32251,2.513758708,3.641222819,2.677094738,3.477886789,2.677094738,3.477886789,0.893223534
199,Sweden,2009,8.401334521,4783848.227,0.70296293,0.961209044,0.961209044,0.564296185,401899.452,26995.75,33630.1501,45983.32481,45983.32481,33630.1501,2.430190678,5.971143842,2.841731641,5.559602879,2.841731641,5.559602879,0.111515663
200,Sweden,2010,8.671200855,4811663.037,1.04673385,1.069907503,1.069907503,0.691032294,417184.1741,33263.9975,50386.1951,51492.27498,51492.27498,50386.1951,3.012712972,5.658487882,3.045879652,5.625321202,3.045879652,5.625321202,0.581431705
201,Sweden,2011,7.860306462,4871565.319,1.320344277,1.273273966,1.273273966,0.928904389,382913.624,45255.9175,64323.5814,62031.56681,62031.56681,64323.5814,3.221538554,4.638767908,3.16359346,4.696713002,3.16359346,4.696713002,1.244939252
202,Sweden,2012,8.041838268,4895785.358,1.331552486,1.287730052,1.287730052,0.947922804,393735.337,46406.8325,65181.98843,63043.06698,63043.06698,65181.98843,3.272327877,4.76951039,3.218029959,4.823808309,3.218029959,4.823808309,0.497171598
203,Sweden,2013,8.147453841,4947988.803,1.260465958,1.30358065,1.30358065,0.971416171,403127.8062,48065.165,62369.88159,64500.51918,64500.51918,62369.88159,3.204619824,4.942834018,3.258966581,4.88848726,3.258966581,4.88848726,1.066293565
204,Sweden,2014,8.024643364,4987991.089,1.40486251,1.390689394,1.390689394,1.074636026,400257.5244,53612.25,70076.22353,69375.66408,69375.66408,70076.22353,3.357606382,4.667036982,3.340626651,4.684016713,3.340626651,4.684016713,0.80845547
205,Sweden,2015,7.504352339,5028779.278,1.659558061,1.716546697,1.716546697,1.449523434,377344.8294,72913.165,83470.96427,86338.58377,86338.58377,83470.96427,3.529009551,3.975342788,3.589090584,3.915261755,3.589090584,3.915261755,0.817727794
206,Sweden,2016,6.990310159,5084584.367,1.931301475,2.075042584,2.075042584,1.862954714,355418.7818,94728.5,98213.52729,105511.3419,105511.3419,98213.52729,3.674288546,3.316021612,3.808568137,3.181742021,3.808568137,3.181742021,1.109714421
207,Sweden,2017,6.709565968,5168147.907,2.153914843,2.138611378,2.138611378,1.943339546,346751.7673,100445.9225,111331.6168,110536.1907,110536.1907,111331.6168,3.801556751,2.908009217,3.788027735,2.921538233,3.788027735,2.921538233,1.643468443
208,Sweden,2018,6.375801241,5233706.71,2.281087721,2.235315569,2.235315569,2.059510859,333708.7514,107790.6,119386.4439,116991.1787,116991.1787,119386.4439,3.813628445,2.562172796,3.775172549,2.600628692,3.775172549,2.600628692,1.268516394
209,Sweden,2019,6.838599618,5286729.807,2.209958783,2.093896474,2.093896474,1.903458253,361559.8913,100624,116828.5822,110692.697,110692.697,116828.5822,3.887547207,2.951052411,3.784087687,3.05451193,3.784087687,3.05451193,1.013107921
210,Sweden,2020,8.439219545,5301296.663,1.660457919,1.560095669,1.790971055,1.560095669,447420.1493,82708.835,88026.21949,82708.835,94947.66595,88026.21949,3.74339003,4.695829515,3.628496915,4.81072263,3.887724004,4.551495541,0.275536219
211,Sweden,2021,8.901072344,5307103.24,2.298032862,2.066250583,2.235364014,2.066250583,472263.1187,109732.765,122044.6818,109732.765,118698.0816,122044.6818,4.52271564,4.378356704,4.288571548,4.612500796,4.460620675,4.440451669,0.109531271
212,Sweden,2022,7.401724852,5384598.662,3.005694127,2.988261826,3.039649922,2.988261826,398502.8154,160918.925,161852.3818,160918.925,163683.8619,161852.3818,4.716706575,2.685018277,4.703008805,2.698716047,4.743274435,2.658450416,1.460220719
213,United Kingdom,1970,NA,NA,NA,NA,NA,NA,602241.675,188141.675,190981.1943,190981.1943,190981.1943,NA,NA,NA,NA,NA,NA,NA,NA
214,United Kingdom,1971,2.538772385,25564750,0.523992899,0.523992899,0.523992899,0.512087899,648958.325,130925,133968.4388,133968.4388,133968.4388,NA,1.153385756,1.385386629,1.153385756,1.385386629,1.153385756,1.385386629,NA
215,United Kingdom,1972,2.799659916,25695000,0.584610877,0.584610877,0.584610877,0.572992532,719316.65,147258.325,150243.552,150243.552,150243.552,NA,1.279340314,1.520319601,1.279340314,1.520319601,1.279340314,1.520319601,0.509490607
216,United Kingdom,1973,1.973334495,25911250,1.193013882,1.193013882,1.193013882,1.183686063,511341.65,306691.65,309108.6588,309108.6588,309108.6588,NA,1.534345283,0.438989213,1.534345283,0.438989213,1.534345283,0.438989213,0.841603425
217,United Kingdom,1974,1.978723602,25978500,1.163919378,1.163919378,1.163919378,1.154522639,514091.675,299916.675,302357.8297,302357.8297,302357.8297,NA,1.517588463,0.461135138,1.517588463,0.461135138,1.517588463,0.461135138,0.259539775
218,United Kingdom,1975,3.022902028,26106750,0.593476899,0.593476899,0.593476899,0.582106445,789475.025,151900,154868.6842,154868.6842,154868.6842,NA,1.339411259,1.683490769,1.339411259,1.683490769,1.339411259,1.683490769,0.493677464
219,United Kingdom,1976,4.129499941,26199500,0.478175047,0.478175047,0.478175047,0.466440023,1081916.75,122208.35,125282.8548,125282.8548,125282.8548,NA,1.40521309,2.724286851,1.40521309,2.724286851,1.40521309,2.724286851,0.355272104
220,United Kingdom,1977,4.377448249,26279250,0.599973032,0.599973032,0.599973032,0.588714431,1150400,154716.675,157675.3206,157675.3206,157675.3206,NA,1.620602018,2.756846231,1.620602018,2.756846231,1.620602018,2.756846231,0.304395122
221,United Kingdom,1978,4.293538937,26393500,0.807183671,0.807183671,0.807183671,0.796724196,1133166.75,210316.65,213077.138,213077.138,213077.138,NA,1.861632219,2.431906718,1.861632219,2.431906718,1.861632219,2.431906718,0.434753655
222,United Kingdom,1979,3.994975579,26626750,0.916097881,0.916097881,0.916097881,0.9061448,1063650,241266.675,243916.8575,243916.8575,243916.8575,NA,1.913057412,2.081918166,1.913057412,2.081918166,1.913057412,2.081918166,0.883740315
223,United Kingdom,1980,5.016330549,26919250,0.510242352,0.510242352,0.510242352,0.498981404,1350991.75,134216.66,137248.3673,137248.3673,137248.3673,NA,1.599857586,3.416472963,1.599857586,3.416472963,1.599857586,3.416472963,1.098519346
224,United Kingdom,1981,7.961192561,27039250,0.348677142,0.348677142,0.348677142,0.336896476,2152441.75,91083.34,94268.77391,94268.77391,94268.77391,NA,1.666098997,6.295093565,1.666098997,6.295093565,1.666098997,6.295093565,0.44577765
225,United Kingdom,1982,9.402175244,26825250,0.436029627,0.436029627,0.436029627,0.424457388,2521883.5,113858.325,116962.5892,116962.5892,116962.5892,NA,2.024753556,7.377421688,2.024753556,7.377421688,2.024753556,7.377421688,-0.79144207
226,United Kingdom,1983,10.2836437,26856000,0.522421541,0.522421541,0.522421541,0.511172703,2761858.5,137333.325,140353.9246,140353.9246,140353.9246,NA,2.317843177,7.965800523,2.317843177,7.965800523,2.317843177,7.965800523,0.114630805
227,United Kingdom,1984,10.49052746,27526250,0.556340653,0.556340653,0.556340653,0.545533082,2887750,150166.675,153141.5367,153141.5367,153141.5367,NA,2.415844965,8.074682498,2.415844965,8.074682498,2.415844965,8.074682498,2.495717903
228,United Kingdom,1985,10.8034748,27743250,0.594759339,0.594759339,0.594759339,0.584189439,2997249.75,162075,165007.4206,165007.4206,165007.4206,NA,2.534850593,8.268624203,2.534850593,8.268624203,2.534850593,8.268624203,0.788338404
229,United Kingdom,1986,10.98930788,27906000,0.68655839,0.68655839,0.68655839,0.676390816,3066633.5,188791.675,191628.8777,191628.8777,191628.8777,NA,2.74678021,8.242527673,2.74678021,8.242527673,2.74678021,8.242527673,0.58662918
230,United Kingdom,1987,9.866297898,28178750,0.844576492,0.844576492,0.844576492,0.835096207,2779616.5,235375,238046.1804,238046.1804,238046.1804,NA,2.886666462,6.979631436,2.886666462,6.979631436,2.886666462,6.979631436,0.977388375
231,United Kingdom,1988,7.90310678,28515250,0.881211146,0.881211146,0.881211146,0.872009459,2253116.5,248641.65,251265.5482,251265.5482,251265.5482,NA,2.638997116,5.264109663,2.638997116,5.264109663,2.638997116,5.264109663,1.194162268
232,United Kingdom,1989,6.132977189,28830750,0.770866322,0.770866322,0.770866322,0.761405239,1768016.75,219508.35,222236.0789,222236.0789,222236.0789,NA,2.174328762,3.958648427,2.174328762,3.958648427,2.174328762,3.958648427,1.106425509
233,United Kingdom,1990,5.698169847,28924250,0.610321925,0.610321925,0.610321925,0.600326142,1648133.5,173641.675,176532.8721,176532.8721,176532.8721,NA,1.864864067,3.83330578,1.864864067,3.83330578,1.864864067,3.83330578,0.324306513
234,United Kingdom,1991,7.907022362,28692250,0.421608361,0.421608361,0.421608361,0.410838909,2267841.75,117908.325,120998.155,120998.155,120998.155,NA,1.825833163,6.081189199,1.825833163,6.081189199,1.825833163,6.081189199,-0.802095128
235,United Kingdom,1992,9.667700759,28361000,0.42381812,0.42381812,0.42381812,0.412913309,2741550,117108.35,120201.0311,120201.0311,120201.0311,NA,2.024190396,7.643510363,2.024190396,7.643510363,2.024190396,7.643510363,-1.154492938
236,United Kingdom,1993,10.18917006,28232000,0.463661655,0.463661655,0.463661655,0.452842673,2876641.5,127841.675,130896.1027,130896.1027,130896.1027,NA,2.173551805,8.015618251,2.173551805,8.015618251,2.173551805,8.015618251,-0.45484997
237,United Kingdom,1994,9.221056971,28179750,0.571106759,0.571106759,0.571106759,0.56064894,2598583.5,157975.025,160922.0579,160922.0579,160922.0579,NA,2.294821988,6.926234982,2.294821988,6.926234982,2.294821988,6.926234982,-0.185073675
238,United Kingdom,1995,8.104155856,28254500,0.653931869,0.653931869,0.653931869,0.643803316,2289658.5,181908.35,184770.0848,184770.0848,184770.0848,NA,2.302078579,5.802077277,2.302078579,5.802077277,2.302078579,5.802077277,0.265261402
239,United Kingdom,1996,7.362360461,28355750,0.802507219,0.802507219,0.802507219,0.792954636,2087491.5,224883.325,227591.8976,227591.8976,227591.8976,NA,2.430709242,4.931651219,2.430709242,4.931651219,2.430709242,4.931651219,0.358349997
240,United Kingdom,1997,5.557256627,28513000,1.002315891,1.002315891,1.002315891,0.993546495,1584491.5,283291.675,285792.081,285792.081,285792.081,NA,2.360111571,3.197145056,2.360111571,3.197145056,2.360111571,3.197145056,0.554561244
241,United Kingdom,1998,4.715440648,28583500,1.043561498,1.043561498,1.043561498,1.034969988,1347758.25,295850,298305.6483,298305.6483,298305.6483,NA,2.218299417,2.497141231,2.218299417,2.497141231,2.218299417,2.497141231,0.247255638
242,United Kingdom,1999,4.319732749,28895000,1.095756314,1.095756314,1.095756314,1.087484395,1248058.5,314266.675,316656.6865,316656.6865,316656.6865,NA,2.175631962,2.144100786,2.175631962,2.144100786,2.175631962,2.144100786,1.089789564
243,United Kingdom,2000,3.744110707,29070250,1.240083041,1.240083041,1.240083041,1.23240091,1088400,358266.675,360499.8711,360499.8711,360499.8711,NA,2.154764068,1.589346639,2.154764068,1.589346639,2.154764068,1.589346639,0.606506316
244,United Kingdom,2001,3.321807341,29200500,2.008513654,1.922905853,1.922905853,1.917719967,969941.675,560166.675,586643.539,561680.3023,561680.3023,NA,2.583001239,0.738806102,2.527354897,0.794452444,2.527354897,0.794452444,0.448052562
245,United Kingdom,2002,3.212068827,29472750,2.07572988,2.079688518,2.079688518,2.075174751,946650,611583.325,611749.8464,612913.704,612913.704,611749.8464,2.582128432,0.629940395,2.584589457,0.627479371,2.584589457,0.627479371,0.932347049
246,United Kingdom,2003,3.140479114,29711000,2.000891701,2.003361816,2.003361816,1.998671026,933050.025,593833.35,594500.0362,595226.9897,595226.9897,594500.0362,2.506742627,0.633736488,2.508289445,0.632189669,2.508289445,0.632189669,0.808373837
247,United Kingdom,2004,2.849034411,29953750,2.151576458,2.158399077,2.158399077,2.154358849,853341.675,645333.325,644500.0729,646543.4195,646543.4195,644500.0729,2.475866589,0.373167822,2.479788951,0.36924546,2.479788951,0.36924546,0.817037461
248,United Kingdom,2005,2.842607402,30313750,2.073474008,2.076034277,2.076034277,2.071839084,861775,628000,628500.2284,629271.8702,629271.8702,628500.2284,2.42777111,0.414836291,2.42926952,0.413337882,2.42926952,0.413337882,1.201852856
249,United Kingdom,2006,3.066930367,30808500,1.97340721,1.983458749,1.983458749,1.979119046,944900,609750,608000.3168,611086.913,611086.913,608000.3168,2.46014278,0.606787587,2.466400184,0.600530183,2.466400184,0.600530183,1.632097645
250,United Kingdom,2007,2.786052415,31032500,2.150808548,2.15284233,2.15284233,2.149190989,864466.675,667000,667500.2495,668132.8748,668132.8748,667500.2495,2.447910405,0.33814201,2.44906749,0.336984925,2.44906749,0.336984925,0.727072074
251,United Kingdom,2008,2.883340531,31414750,1.986063852,1.988806673,1.988806673,1.984706801,906083.425,623333.35,623750.1818,624621.8521,624621.8521,623750.1818,2.393010322,0.490330209,2.394662166,0.488678365,2.394662166,0.488678365,1.231773141
252,United Kingdom,2009,4.840944866,31559000,1.412403754,1.421912937,1.421912937,1.415836757,1527683.25,446833.325,445750.4352,448750.8708,448750.8708,445750.4352,2.614836267,2.226108599,2.623623855,2.217321011,2.623623855,2.217321011,0.459179207
253,United Kingdom,2010,4.717307558,31725250,1.485462433,1.49330461,1.49330461,1.487542102,1496358.25,471916.675,471250.2546,473744.8241,473744.8241,471250.2546,2.647146229,2.070161328,2.654124549,2.063183009,2.654124549,2.063183009,0.52679109
254,United Kingdom,2011,4.799245066,31971000,1.463849711,1.469869218,1.469869218,1.464108395,1534408.25,468083.325,468000.185,469925.1361,469925.1361,468000.185,2.650542115,2.14870295,2.655986181,2.143258885,2.655986181,2.143258885,0.774619585
255,United Kingdom,2012,4.91408452,32267500,1.495966322,1.500233236,1.500233236,1.494682109,1585575,482333.35,482750.1679,484124.3742,484124.3742,482750.1679,2.711329,2.20275552,2.71519298,2.19889154,2.71519298,2.19889154,0.927402959
256,United Kingdom,2013,4.371747294,32517250,1.661226159,1.664809704,1.664809704,1.659931125,1421224.75,539833.35,540250.179,541419.445,541419.445,540250.179,2.694895353,1.676851941,2.69780046,1.673946835,2.69780046,1.673946835,0.773998605
257,United Kingdom,2014,3.161144511,32779500,2.037778963,2.043246891,2.043246891,2.039808659,1036116.675,668666.7,667999.9892,669793.6347,669793.6347,667999.9892,2.538053148,0.623091363,2.541456019,0.619688492,2.541456019,0.619688492,0.806495014
258,United Kingdom,2015,2.413330258,33065250,2.2273848,2.229797837,2.229797837,2.227119615,797908.35,736416.675,736499.9623,737302.1497,737302.1497,736499.9623,2.318494153,0.094836106,2.319749683,0.093580576,2.319749683,0.093580576,0.871733858
259,United Kingdom,2016,2.315343886,33377250,2.249290008,2.253257805,2.253257805,2.250763142,772808.35,751250.025,750749.9294,752082.6338,752082.6338,750749.9294,2.282077971,0.033265914,2.284089902,0.031253983,2.284089902,0.031253983,0.943588813
260,United Kingdom,2017,2.37134398,33533000,2.369249167,2.373503888,2.373503888,2.37148835,795200,795250.025,794499.8629,795925.8184,795925.8184,794499.8629,2.370296342,0.001047638,2.372423689,-0.001079708,2.372423689,-0.001079708,0.466635208
261,United Kingdom,2018,2.662244574,33819500,2.477070789,2.478824885,2.478824885,2.477275009,900466.675,837833.325,837749.9177,838357.3521,838357.3521,837749.9177,2.567989148,0.094255425,2.568898227,0.093346347,2.568898227,0.093346347,0.85438225
262,United Kingdom,2019,3.321683233,34104000,2.417715248,2.416935177,2.416935177,2.415250828,1132958.25,823666.65,824499.9772,824241.167,824241.167,824499.9772,2.833881473,0.48780176,2.833424263,0.488258971,2.833424263,0.488258971,0.841230651
263,United Kingdom,2020,6.594593648,34060250,1.620958022,1.624897656,1.629412239,1.624897656,2243125.25,553999.975,552775.0867,553999.975,555535.5803,NA,3.269489176,3.325104472,3.273459907,3.321133742,3.27800421,3.316589439,-0.128284072
264,United Kingdom,2021,6.720262196,33931250,2.847231186,2.84703332,2.847231186,2.84703332,2279858.25,966416.825,966482.5823,966416.825,966482.5823,NA,4.374258806,2.34600339,4.374106811,2.346155385,4.374258806,2.34600339,-0.378740614
265,United Kingdom,2022,4.678329023,34005750,3.648602759,3.651293917,3.648602759,3.651293917,1590749.75,1241583.25,1240668.318,1241583.25,1240668.318,NA,4.131508706,0.546820318,4.133032096,0.545296927,4.131508706,0.546820318,0.219561614
266,United States,1970,4.983333333,82796083.33,3.650001773,3.650001773,3.650001773,3.650001773,NA,NA,NA,NA,NA,NA,4.264876962,0.718456371,4.264876962,0.718456371,4.264876962,0.718456371,2.590914864
267,United States,1971,5.95,84376166.67,3.184062095,3.184062095,3.184062095,3.184062095,NA,NA,NA,NA,NA,NA,4.352604906,1.597395094,4.352604906,1.597395094,4.352604906,1.597395094,1.908403477
268,United States,1972,5.6,87011000,3.823391958,3.823391958,3.823391958,3.823391958,NA,NA,NA,NA,NA,NA,4.627201635,0.972798365,4.627201635,0.972798365,4.627201635,0.972798365,3.122722254
269,United States,1973,4.858333333,89410666.67,4.571347322,4.571347322,4.571347322,4.571347322,NA,NA,NA,NA,NA,NA,4.712656265,0.145677068,4.712656265,0.145677068,4.712656265,0.145677068,2.757888849
270,United States,1974,5.641666667,91975916.67,3.884019338,3.884019338,3.884019338,3.884019338,NA,NA,NA,NA,NA,NA,4.681062105,0.960604562,4.681062105,0.960604562,4.681062105,0.960604562,2.869064839
271,United States,1975,8.475,93769833.33,2.776139897,2.776139897,2.776139897,2.776139897,NA,NA,NA,NA,NA,NA,4.850544879,3.624455121,4.850544879,3.624455121,4.850544879,3.624455121,1.950419992
272,United States,1976,7.7,96150666.67,3.201242078,3.201242078,3.201242078,3.201242078,NA,NA,NA,NA,NA,NA,4.964832727,2.735167273,4.964832727,2.735167273,4.964832727,2.735167273,2.539018412
273,United States,1977,7.05,98984166.67,3.852380567,3.852380567,3.852380567,3.852380567,NA,NA,NA,NA,NA,NA,5.211456898,1.838543102,5.211456898,1.838543102,5.211456898,1.838543102,2.946937445
274,United States,1978,6.066666667,102233250,4.720995098,4.720995098,4.720995098,4.720995098,NA,NA,NA,NA,NA,NA,5.351701,0.714965666,5.351701,0.714965666,5.351701,0.714965666,3.282427324
275,United States,1979,5.85,104960583.3,4.854252938,4.854252938,4.854252938,4.854252938,NA,NA,NA,NA,NA,NA,5.328919185,0.521080815,5.328919185,0.521080815,5.328919185,0.521080815,2.66775568
276,United States,1980,7.175,106974000,3.898713579,3.898713579,3.898713579,3.898713579,NA,NA,NA,NA,NA,NA,5.288976265,1.886023735,5.288976265,1.886023735,5.288976265,1.886023735,1.918259791
277,United States,1981,7.616666667,108675916.7,3.546145501,3.546145501,3.546145501,3.546145501,NA,NA,NA,NA,NA,NA,5.197096135,2.419570532,5.197096135,2.419570532,5.197096135,2.419570532,1.590962913
278,United States,1982,9.708333333,110244083.3,2.540790677,2.540790677,2.540790677,2.540790677,NA,NA,NA,NA,NA,NA,4.966572542,4.741760791,4.966572542,4.741760791,4.966572542,4.741760791,1.44297533
279,United States,1983,9.6,111515416.7,2.799827118,2.799827118,2.799827118,2.799827118,NA,NA,NA,NA,NA,NA,5.184432499,4.415567501,5.184432499,4.415567501,5.184432499,4.415567501,1.153198698
280,United States,1984,7.508333333,113531833.3,3.774856315,3.774856315,3.774856315,3.774856315,NA,NA,NA,NA,NA,NA,5.323803105,2.184530229,5.323803105,2.184530229,5.323803105,2.184530229,1.808195429
281,United States,1985,7.191666667,115467416.7,3.957710127,3.957710127,3.957710127,3.957710127,NA,NA,NA,NA,NA,NA,5.335028772,1.856637895,5.335028772,1.856637895,5.335028772,1.856637895,1.704881597
282,United States,1986,7,117845583.3,3.902462302,3.902462302,3.902462302,3.902462302,NA,NA,NA,NA,NA,NA,5.226589338,1.773410662,5.226589338,1.773410662,5.226589338,1.773410662,2.059599786
283,United States,1987,6.175,119852833.3,4.166824553,4.166824553,4.166824553,4.166824553,NA,NA,NA,NA,NA,NA,5.072488701,1.102511299,5.072488701,1.102511299,5.072488701,1.102511299,1.703288272
