,year,ccode,ACCU,PUCA,PRCA,PUINV,PRINV,UDENS,LTU,TFP,INFL,EPL,OG,TGLOB,FGLOB,EGLOB,LRG_pg,LRG_cp,OCR,PS,ROP,UNR,VACR,BECRU,FEGAP,Eighties,Nineties,FinancialCrisis,EuroCrisis,CovidCrisis,DCOU_AUT,DCOU_DEU,DCOU_SWE,DCOU_GBR,DCOU_USA,DCLU_CON,DCLU_SOD,DCLU_LIB,DCLU_LIBEU,DCLU_LIBUS,DCLU_MED
86,2002,FRA,7.649717083,1.376587565,6.273129146,3.770620136,17.18276968,10.8,33.76082791,-0.109454675,1.923412,2.58,1.4261482,68.26,81.23,74.75,8.2,4.5424,26.141697,22.9953536,6.0113757,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
87,2003,FRA,7.649701834,1.419465948,6.230235158,3.903190476,17.1316505,10.8,40.54002648,0.044747916,2.098472,2.71,0.4481592,67.84,80.98,74.41,8.2,6.3708,25.6853901,22.8853381,5.8781884,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
88,2004,FRA,7.759589974,1.441054159,6.318535457,3.967678764,17.39693043,10.5,40.32650842,1.918081148,2.14209,2.71,1.3792876,66.99,82.44,74.72,8.2,8.0371,25.2361877,23.4210655,5.9105841,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
89,2005,FRA,7.823755238,1.440756936,6.38299795,4.014032465,17.78340284,10.5,40.82934597,0.436378302,1.745869,2.71,1.179031,66.84,83.02,74.93,8.2,8.239,24.7141499,23.2934357,5.7567746,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
90,2006,FRA,7.93749614,1.389874314,6.547621488,3.931172291,18.51953655,NA,41.82544973,0.713927078,1.675125,2.71,1.8362619,66.29,84.79,75.54,8.2,8.0005,24.0582221,23.1216198,5.5626507,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
91,2007,FRA,8.181582355,1.39281357,6.788768618,3.946563234,19.23610253,NA,39.94626272,0.563535292,1.487998,2.71,2.5221203,66.95,85.69,76.32,8.157325948,7.4141,23.841756,23.9419063,5.7081709,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
92,2008,FRA,8.06988942,1.349910816,6.719977953,3.947088407,19.64896255,10.6,37.36828304,-0.85936872,2.812862,2.58,1.2057162,67.15,82.96,75.05,8.157325948,7.0625,22.8005415,23.4222427,5.3403982,NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
93,2009,FRA,7.236751333,1.39612112,5.84062941,4.257284827,17.81021905,NA,35.0997533,-2.739886781,0.08762048,2.5,-2.7559481,64.9,83.67,74.28,8.157325948,7.7341,21.9462718,21.2779205,4.6697103,NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
94,2010,FRA,7.281295149,1.369137783,5.912157365,4.15659085,17.94882847,10.8,40.0639315,1.390501931,1.531123,2.5,-1.9588626,67.25,84.08,75.66,8.157325948,7.5311,21.9652282,21.4795778,4.7180383,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
95,2011,FRA,7.320435953,1.294033173,6.026403093,3.963866537,18.46000401,NA,41.16259848,1.291302904,2.111598,2.5,-0.9105106,67.91,82.45,75.18,8.157325948,8.6085,21.6385852,21.5230585,4.6572853,NA,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
96,2012,FRA,7.232631178,1.303383277,5.929247591,4.047148512,18.41096628,NA,40.32665248,-0.312350807,1.954195,2.5,-1.5878688,68.59,82.3,75.45,3.449148553,3.827,21.2659364,20.8601185,4.4360995,NA,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
97,2013,FRA,7.081679888,1.279175276,5.802504157,3.981458434,18.06040934,11,40.47897794,-0.01192972,0.8637155,2.5,-1.9966133,68.05,81.96,75,3.449148553,1,21.221655,20.7984834,4.4137824,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
98,2014,FRA,6.997858861,1.188078291,5.809780119,3.704497933,18.11523585,NA,42.65064478,0.268997437,0.5077588,2.5,-1.9463323,71.91,83.5,77.71,3.466157143,1,21.0425832,20.7053941,4.3569498,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
99,2015,FRA,6.985189796,1.106627201,5.878562595,3.406018471,18.0932592,NA,42.81033239,0.43922505,0.03751438,2.5,-1.5951895,71.42,83.39,77.41,3.466157143,1,21.3041476,21.4271155,4.5648643,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
100,2016,FRA,7.08034087,1.090636439,5.989704141,3.36036997,18.45493255,10.8,44.39146816,0.3210835,0.1833349,2.5,-1.2616296,71.1,84.28,77.69,3.470733113,1,21.2903691,21.0621256,4.4842043,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
101,2017,FRA,7.308824786,1.081097492,6.227727437,3.32751186,19.16833316,NA,44.0315659,1.030692317,1.032283,2.5,0.1564739,71.62,84.77,78.19,6.121828134,3.2419,21.1713392,20.6788817,4.3779962,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
102,2018,FRA,7.434898673,1.104550873,6.330347941,3.400998432,19.49163587,NA,40.40712686,0.654681508,1.850815,2.56,1.1808331,72.64,85.13,78.89,6.121828134,4.792694064,21.0190826,20.4383798,4.2959599,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
103,2019,FRA,7.609166779,1.183576872,6.425589349,3.651818258,19.82556864,NA,38.83312671,0.406380155,1.108255,2.56,2.1775986,72.86,85.68,79.27,6.121828134,5.3337,20.8366311,20.2025502,4.2095309,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
104,2020,FRA,6.915740508,1.108220071,5.807521124,3.674881593,19.25786496,NA,36.74978517,-7.771478206,0.4764988,NA,-6.5231115,69.05,85.1,77.07,6.121828134,5.121305353,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
105,2021,FRA,7.592224706,1.123024632,6.469199533,3.585272325,20.65301275,NA,29.59265423,4.652980177,1.642331,NA,-1.2147306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
106,2022,FRA,7.6390326,1.147517492,6.491515191,3.741929808,21.16812543,NA,NA,1.391017603,5.222367,NA,0.2124295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
107,1970,DEU,7.482485462,1.377238759,6.105252333,4.694948702,20.81254708,32,NA,2.518755882,3.450237,1.937499942,1.88414,49.41,54.5,51.96,3.91417874,2.4375,33.5408315,20.0889043,6.7379855,0.428106513,3.232829541,1.176433331,-0.748326818,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
108,1971,DEU,7.594123238,1.323813055,6.270304941,4.552265498,21.562027,32.1,NA,1.139524931,5.240975,2.218750061,1.0414008,51.25,55.51,53.38,3.91417874,2.4375,32.3106566,19.6816497,6.3592703,0.556467968,2.643264758,1.212803434,-0.656335466,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
109,1972,DEU,7.482494949,1.209929365,6.272564033,4.129525167,21.40844893,32.4,NA,2.301186812,5.484938,2.5,1.3376174,50.86,55.39,53.12,3.989772325,2.5102,31.8379506,19.552229,6.225029,0.726681589,2.311493307,1.29603998,-0.569358391,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
110,1973,DEU,7.235373923,1.153072538,6.082298301,3.847574994,20.29542642,32.4,NA,2.486779695,7.032024,2.5,2.4741352,52.48,55.74,54.11,3.989772325,3.2224,31.7150468,19.5894113,6.212791,0.821494894,2.329901106,1.383474561,-0.561979667,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
111,1974,DEU,6.422609264,1.268906063,5.153704505,4.294506965,17.44228398,33.7,NA,0.35583595,6.986428,2.5,0.5492423,54.67,56.25,55.46,3.989772325,3.0824,30.2038357,18.9878677,5.7350644,1.770407444,1.409515952,1.579689062,0.190718382,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
112,1975,DEU,5.990830717,1.198060376,4.792766268,4.121519603,16.48788369,34.6,NA,-0.224235323,5.910336,2.5,-2.4595619,55.22,56.11,55.66,3.989772325,3,30.2605433,18.8524453,5.7048524,3.233644642,1.145423486,1.924549952,1.30909469,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
113,1976,DEU,6.053059059,1.097763891,4.955297932,3.709406529,16.74423312,35.1,NA,4.240908941,4.246631,2.5,0.1364867,57.48,57.14,57.31,3.99628498,3,30.3655553,19.0438931,5.7827839,3.143952207,1.154448321,1.905132632,1.238819575,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
114,1977,DEU,6.168697445,1.043487099,5.125213486,3.501742197,17.19923165,35.2,NA,2.210484612,3.734169,2.5,1.1180183,57.16,57.64,57.4,3.99628498,3,30.1682995,19.0405813,5.7442196,3.085503943,1.142520004,1.877564906,1.207939037,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
115,1978,DEU,6.301420696,1.052793466,5.248624511,3.537867924,17.63778073,35.5,NA,1.366791436,2.718691,2.5,1.6760349,56.69,58.28,57.49,3.99628498,3,29.2628676,18.7799076,5.4955395,2.947913124,1.198780077,1.879866889,1.068046235,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
116,1979,DEU,6.508420173,1.070207278,5.438212017,3.612839254,18.35848649,35.3,NA,1.831704546,4.043622,2.5,3.2203726,57.37,58.63,58,3.99628498,3,28.4514302,18.6272464,5.299718,2.564462429,1.40955307,1.901248509,0.663213921,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
117,1980,DEU,6.476299439,1.033006851,5.443291935,3.601682903,18.97858808,34.9,NA,-0.672574603,5.441055,2.5,2.0349564,59.09,59.62,59.36,4.09065203,2.9816,26.6638228,17.9430424,4.784301,2.631508382,1.394578962,1.915684271,0.715824111,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
118,1981,DEU,6.038256078,0.931440163,5.106814291,3.326510187,18.2382835,35.1,NA,-0.40595735,6.344242,2.5,0.5760339,60.69,61.97,61.33,4.09065203,2.8824,25.7724785,17.3469719,4.4707446,3.784973342,1.003018736,1.948435059,1.836538284,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
119,1982,DEU,5.661846951,0.811654423,4.850192822,2.916729982,17.42946558,35,NA,-0.603123033,5.241046,2.5,-1.5380294,61.02,62.65,61.84,6.18818172,3.5404,25.469567,17.0646699,4.3462975,5.407967474,0.627194884,1.84169746,3.566270014,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
120,1983,DEU,5.727393182,0.746606156,4.980787047,2.678482439,17.86879271,35,41.6480322,1.432358089,3.293413,2.5,-1.8008113,60.25,61.89,61.07,6.210307194,5.7628,25.2988735,16.9031197,4.2762989,6.600229603,0.532777662,1.875221292,4.725008311,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
121,1984,DEU,5.640876957,0.715957512,4.92491739,2.557325092,17.59128805,34.9,44.47668171,1.622954357,2.405797,2.5,-0.9328416,61.1,62.99,62.04,6.210307194,5.706,25.4110597,16.9246512,4.3007332,6.588987148,0.579126777,1.953422354,4.635564794,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
122,1985,DEU,5.590482458,0.713905342,4.876576491,2.516226723,17.18795386,34.7,47.82968596,0.84132902,2.066233,2.5,-0.6528021,62.09,66.37,64.23,6.210307194,5.706,25.6465583,16.9213233,4.3397371,6.651023359,0.658969285,2.093518595,4.557504765,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
123,1986,DEU,5.675350378,0.759505684,4.915844947,2.622621793,16.97472758,33.9,48.26759062,0.466810978,-0.1294139,2.5,-0.6967657,59.28,66.45,62.87,6.210307194,5.706,25.7819918,17.0179625,4.3875697,6.357194561,0.812592595,2.272841663,4.084352898,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
124,1987,DEU,5.700047841,0.744133021,4.955915853,2.576211169,17.15753152,33.3,48.15062503,-0.0863056,0.2499074,2.5,-1.7057895,58.58,67.49,63.03,6.194381784,5.8164,25.4556342,16.8493874,4.2891184,6.336394826,0.863638537,2.339306469,3.997088357,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
125,1988,DEU,5.883457221,0.731035437,5.152421272,2.479324586,17.47456292,33.1,46.20916827,2.115776634,1.274121,2.5,-0.6956396,60.04,67.36,63.7,6.194381784,5.842,25.6969164,16.9368948,4.3522597,6.055408453,0.890538611,2.32219186,3.733216593,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
126,1989,DEU,6.183917669,0.739493113,5.444423891,2.456981759,18.08921538,32.4,49.09069011,1.926350107,2.780563,2.5,0.1641678,61.28,69.79,65.53,6.194381784,5.8208,25.9758048,17.1866593,4.4643731,5.472676962,1.115384907,2.470656044,3.002020918,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
127,1990,DEU,6.527275804,0.743220929,5.784054371,2.419873035,18.83245837,31.2,46.76239683,2.361552676,2.69647,2.5,2.1475565,61.17,71.07,66.12,6.19881105,5.8,25.9334829,17.3435638,4.4977901,4.707241945,1.246710525,2.422512761,2.284729184,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
128,1991,DEU,7.713417382,0.972675103,6.740742206,3.138793951,21.75217685,36,31.55409962,2.391712496,4.047034,2.5,4.0654709,60.37,72.38,66.38,6.185392965,5.9908,25.9788095,17.4873107,4.5429951,4.330383601,1.415139995,2.475499753,1.854883848,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
129,1992,DEU,7.820969489,1.008629578,6.812340955,3.250063572,21.95111234,33.9,33.45746205,1.418438909,5.05698,2.5,2.8174229,60.08,71.5,65.79,6.185392965,6,25.7317692,16.6048044,4.2727099,7.676997847,1.379864917,3.254722722,4.422275125,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
130,1993,DEU,7.291739669,0.940901312,6.350837043,3.104133069,20.95208395,31.8,40.30822953,-1.223290078,4.474576,2.5,-0.6879972,60.52,72.12,66.32,6.185392965,6,24.9472589,16.0516829,4.0044549,8.8136277,1.124908612,3.148733984,5.664893716,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
131,1994,DEU,7.370967789,0.894221577,6.476747639,2.928755637,21.21265204,30.4,44.27010794,1.321627076,2.693056,2.6,-0.3262053,60.7,72.38,66.54,6.205229619,5.9588,25.0378058,17.9754584,4.5006604,9.450949085,1.161980049,3.313882056,6.137067029,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
132,1995,DEU,7.194607125,0.804279796,6.390326603,2.631411546,20.90762357,29.2,48.66523194,0.343401208,1.706161,2.6,-0.430153,61.25,72.79,67.02,6.205229619,5.6668,24.880484,18.2163324,4.5323117,9.29657818,1.274141876,3.441679759,5.854898421,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
133,1996,DEU,7.020222867,0.773991805,6.246230437,2.53880039,20.48850153,27.8,47.83577729,-0.068142096,1.449726,2.6,-1.0666001,62.12,73.87,67.99,6.205229619,5.6668,24.6930746,18.4711145,4.5610861,10.17094723,1.29091019,3.623503749,6.547443479,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
134,1997,DEU,6.925758162,0.716378532,6.209378635,2.34291058,20.30772595,27,50.14450885,1.016931799,1.939369,2.6,-0.6422218,65.79,77.48,71.64,6.205229619,5.6668,24.5898187,19.6264852,4.8261171,11.16614168,1.319211745,3.838034035,7.328107644,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
135,1998,DEU,7.064318709,0.715319613,6.348999149,2.308505438,20.48972068,25.9,52.56105728,0.480910976,0.9111845,2.6,-0.0523771,67.04,80.1,73.57,3.547789565,4.8552,24.7317821,20.3914372,5.0431658,10.72576883,1.576514702,4.112095847,6.613672984,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
136,1999,DEU,7.21930874,0.748181799,6.471126674,2.387641541,20.65103813,25.3,51.74527646,0.077216557,0.5854336,2.6,0.2914846,68.52,82.22,75.37,3.547789565,1,24.8549928,19.8415782,4.9316228,10.39678507,1.709857912,4.216280968,6.180504098,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
137,2000,DEU,7.225946898,0.726326969,6.499619931,2.323371691,20.79095724,24.6,51.47706097,0.800802186,1.440268,2.6,1.5990654,72.14,85.65,78.9,3.547789565,1,24.71704,18.6606185,4.6123526,9.871526361,1.923744748,4.357785791,5.513740571,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
138,2001,DEU,6.928662558,0.7204262,6.208235725,2.264446224,19.51374888,23.7,50.41086948,1.179590103,1.983857,2.6,1.8019966,71.82,85.56,78.69,3.547789565,1,24.9900866,19.9715227,4.9909008,9.786159204,1.83367858,4.236115026,5.550044177,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
139,2002,DEU,6.443983831,0.702804986,5.741179096,2.194557167,17.92722872,23.5,47.84726741,-0.328884635,1.420807,2.6,0.3053732,72.39,83.01,77.7,3.516712745,1,25.0057019,20.4378684,5.1106324,10.31768159,1.610151152,4.075908108,6.241773486,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
140,2003,DEU,6.291313984,0.682283149,5.609030461,2.117274154,17.40605091,23,50.00112873,-0.395168856,1.034223,2.6,-1.543258,72.89,83.94,78.41,3.516712745,1,24.9091312,20.7015996,5.1565886,11.06954465,1.211366007,3.661867024,7.407677622,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
141,2004,DEU,6.222469507,0.632636471,5.589832663,1.940977317,17.15003624,22.2,51.83325239,0.710894381,1.665736,2.6,-1.523751,73.78,84.31,79.04,3.516712745,1,24.8743199,22.2816048,5.5423976,11.02746986,0.982173415,3.291031408,7.736438453,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
142,2005,DEU,6.239203174,0.630174707,5.609027976,1.926793136,17.14990539,21.5,52.98042981,0.542708437,1.546911,2.6,-1.9833875,75.01,85.32,80.17,4.959330357,1.2192,24.6351251,22.8899466,5.638967,11.87239042,1.13271733,3.667159988,8.205230428,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
143,2006,DEU,6.644112086,0.686475538,5.95763704,2.046052963,17.75684673,20.6,56.38178873,2.958719559,1.577429,2.6,0.3465309,74.74,86.62,80.68,4.959330357,3,24.9047345,24.5769943,6.1208352,10.82544465,1.471151987,3.990723545,6.834721109,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
144,2007,DEU,6.811022756,0.669740258,6.141282857,1.972194995,18.08433518,19.8,56.57994975,1.514707392,2.298341,2.6,1.8892741,74.97,86.35,80.66,4.959330357,3,24.6726923,25.4366438,6.2759049,9.03667498,1.713134023,3.934594689,5.102080291,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
145,2008,DEU,6.848980466,0.712448297,6.136532409,2.111965882,18.19100016,19,52.51630817,-0.278427494,2.628383,2.6,1.5304139,74.28,84.35,79.32,4.959330357,3,24.167189,23.674075,5.7213585,7.817041417,1.58796416,3.523234537,4.29380688,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
146,2009,DEU,6.185705962,0.763171285,5.422534198,2.377163464,16.89037629,18.8,45.48404899,-5.880940942,0.3127377,2.6,-5.0509824,72.92,83.5,78.21,6.158700602,3.5793,22.7754977,20.5029989,4.66966,8.193251875,1.276820118,3.234394662,4.958857213,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
147,2010,DEU,6.479014059,0.78159596,5.697417741,2.357510529,17.18499454,18.9,47.27613641,3.744721271,1.103809,2.6,-1.606388,75.13,80.29,77.71,6.158700602,6.25,23.3402175,22.0489638,5.1462761,7.921519403,1.602477589,3.56287206,4.358647344,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
148,2011,DEU,6.895938348,0.785861508,6.110076368,2.321463045,18.04938446,18.4,47.87888791,2.819068806,2.075173,2.6,1.3698001,75.69,80.29,77.99,6.158700602,6.25,23.6106868,22.3473536,5.2763637,7.218139169,2.056125942,3.852454179,3.36568499,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
149,2012,DEU,6.827571138,0.74413683,6.083434543,2.214795415,18.10629765,18.3,45.36498993,-0.56214625,2.008491,2.6,0.2181033,75.46,80.9,78.18,6.158700602,6.25,23.1813077,20.8860073,4.8416496,7.002538555,1.942271201,3.687930174,3.314608381,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
150,2013,DEU,6.699017139,0.733419613,5.965597178,2.178846462,17.72262436,18,44.65588563,-0.268153817,1.504722,2.6,-0.8346563,75.33,80.68,78,5.25267381,6.1372,22.9522219,20.650221,4.7396845,7.068595489,1.894519267,3.659452192,3.409143298,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
151,2014,DEU,6.866408143,0.718598963,6.147809179,2.097300362,17.94297387,17.7,44.33616014,1.384412951,0.9067971,2.6,-0.1831342,77.25,81.48,79.37,5.25267381,3.5,23.1986078,21.2119609,4.9208796,6.900868845,2.073610277,3.782818071,3.118050774,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
152,2015,DEU,6.93542811,0.741410219,6.19401789,2.140156897,17.87967008,17.6,43.97966128,0.637173496,0.514421,2.6,-0.4013795,77.74,80.58,79.16,5.25267381,3.5,23.2438018,21.119392,4.9089496,6.623041463,2.193995525,3.811944823,2.81109664,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
153,2016,DEU,7.136994742,0.769681671,6.367312505,2.189049172,18.10925308,17,41.0868713,1.1248988,0.4917486,2.6,0.1863745,78.3,81.92,80.11,5.25267381,3.5,23.4885192,21.2700997,4.9960315,6.246472069,2.267092637,3.763154373,2.483317696,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
154,2017,DEU,7.255843262,0.792437527,6.463405623,2.229214364,18.18227451,16.7,41.91077072,1.485589818,1.509497,2.6,1.5509868,79.36,82.27,80.81,5.25267381,3.5608,23.3416539,20.8497691,4.8666809,5.846041121,2.54371851,3.856252457,1.989788664,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
155,2018,DEU,7.421214073,0.834105324,6.587109194,2.367618001,18.69758873,16.6,41.35019366,-0.260927025,1.732168,2.6,1.3442684,79.07,82.36,80.72,5.251313534,3.492413066,22.7873958,19.7449852,4.4993679,5.389695745,2.895916867,3.950710166,1.438985579,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
156,2019,DEU,7.485650482,0.844841959,6.640808304,2.412258224,18.96135043,16.3,38.15839039,0.087743074,1.445667,2.6,1.4611318,79.16,82.71,80.93,5.251313534,3.5,22.2432598,19.4634179,4.3292986,5.176888736,3.109799261,4.01236648,1.164522256,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
157,2020,DEU,7.263102379,0.903020002,6.360082597,2.687619478,18.92923948,NA,28.72803891,-3.54988374,0.1448705,NA,-2.8748511,77.33,82.79,80.06,5.251313534,3.5,NA,NA,NA,6.208141266,1.41262029,2.961375747,3.246765519,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
158,2021,DEU,7.297842652,0.871872706,6.425970273,2.599875061,19.16187964,NA,32.56779605,2.222631615,3.066667,NA,-0.9350213,NA,NA,NA,NA,NA,NA,NA,NA,6.064389662,1.636084268,3.149897223,2.914492438,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
159,2022,DEU,7.268545812,0.877038275,6.391507001,2.741245461,19.97710938,NA,NA,0.565070285,6.872574,NA,-0.0825358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
160,1970,ITA,10.31681298,1.382973172,8.938788519,3.460801244,22.36874226,36.3,NA,3.73050096,4.96832,3.02,2.1866826,45.52,42.18,43.85,5.241693989,3.9384,45.5349327,32.3127428,14.7135857,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
161,1971,ITA,9.920919429,1.301354697,8.618381292,3.325556814,22.02390839,39,NA,-0.333858533,4.791667,3.02,-0.707513,47.16,42.94,45.05,5.241693989,3.5268,43.7485261,31.7109465,13.8730717,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
162,1972,ITA,9.738589523,1.356182351,8.397577977,3.457485715,21.40899848,41.1,NA,1.811830618,5.749503,3.02,-1.3707012,47.11,42.77,44.94,5.615396825,4.726,42.9561023,31.3912038,13.4844376,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
163,1973,ITA,9.810013729,1.162922846,8.620213467,3.121590877,23.13892088,42.7,NA,3.241997088,10.79862,3.02,1.032071,48.24,43.93,46.09,5.241267385,4.4605,40.1006236,30.6410659,12.2872585,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
164,1974,ITA,9.524114243,1.156829032,8.346946029,3.34586803,24.1416658,46,NA,1.827664672,19.15977,3.02,1.9287529,51.64,37.73,44.69,5.624229893,3.6572,36.912383,29.5349303,10.9020466,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
165,1975,ITA,8.554813555,1.216005323,7.3572738,3.768408662,22.8002409,47.5,NA,-3.88053402,16.9505,3.02,-3.6495552,50.77,33.11,41.94,5.624229893,5,33.9739128,28.6609387,9.7372423,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
166,1976,ITA,8.220123147,1.184960015,7.056326054,3.635769751,21.6506688,49.9,NA,4.234286346,16.61417,3.02,-0.2673214,50.91,32.74,41.82,5.6611,4.903,33.9420328,28.6903072,9.7380735,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
167,1977,ITA,8.113700075,1.144425552,6.984936385,3.536781045,21.58654232,49.6,NA,0.254185663,17.13004,3.02,-0.9626533,52.48,33,42.74,5.6611,4.7725,33.3163805,28.5332808,9.5062564,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
168,1978,ITA,7.888220598,1.057679528,6.834364554,3.282205795,21.20849496,50.4,NA,1.281036507,12.09402,3.02,-1.1950312,52.88,33.78,43.33,5.6611,4.764,32.6765262,28.4758432,9.3049164,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
169,1979,ITA,8.026404283,1.045158002,6.978690352,3.20480911,21.39903286,49.7,NA,3.175149399,14.79858,3.02,1.4567672,53.61,34.38,43.99,5.613986942,4.3691,32.6844481,28.7033639,9.3815361,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
170,1980,ITA,8.134833861,1.183581727,6.974466605,3.770780923,22.21999971,49.6,NA,0.38834692,21.06417,3.02,1.4965475,53.6,35.98,44.79,5.247286111,3.8194,31.1326769,28.0837288,8.7432165,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
171,1981,ITA,7.699436304,1.304804292,6.462686456,4.425621368,21.92007142,48,NA,-0.746268482,17.9693,3.02,0.0872237,55.12,38.86,46.99,5.276620596,3.6188,28.9114695,26.7392188,7.7307011,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
