"","ccode","cname","year","ACTPOP_level","ACTPOP_growth","UNR","VACR","BECRU","FEGAP","ACCU","PUCA","PRCA","PUINV","PRINV","UDENS","LTU","TFP","INFL","EPL","OG","TGLOB","FGLOB","EGLOB","LRG_pg","LRG_cp","OCR","PS","ROP","FinancialCrisis","EuroCrisis","CovidCrisis","DCOU_AUT","DCOU_DEU","DCOU_FIN","DCOU_SWE","DCOU_GBR","DCOU_USA","DCLU_CON","DCLU_EAS","DCLU_MED","DCLU_SOD","DCLU_LIB","DCLU_LIBEU","DCLU_LIBUS"
"297","LUX","Luxembourg","2009",226250,2.09155337268631,5.15,0.551438596681677,1.68520288775881,3.46479711224119,7.875054984,1.855145012,6.019909975,4.244836333,13.77441247,36.8,23.08844112,-5.103695964,0.368042,2.14,-3.3581237,86.02,94.41,89.78,NA,3.4,31.9733625,27.7385493,8.8689469,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"298","LUX","Luxembourg","2010",228250,0.331858407079646,4.35,0.849225340522024,1.92201202682783,2.42798797317217,7.707818898,2.130979567,5.576839327,4.651352555,12.17273326,36.1,29.2935551,1.443607482,2.273679,2.14,-1.2997314,85.42,95.91,90.11,NA,3.4,34.7393642,31.8909442,11.0787113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"299","LUX","Luxembourg","2011",234500,0.330581531268264,4.9,1.18944696944548,2.41418519386621,2.48581480613379,8.732472207,1.904946732,6.827525475,4.191278345,15.02197369,36.6,28.81624112,-2.175431642,3.410683,2.14,-2.3378201,84.48,94.91,89.14,NA,3.4,35.237037,33.1284541,11.6734856,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"300","LUX","Luxembourg","2012",245750,1.57498502444609,5.15,1.09544828354983,2.3751965519261,2.7748034480739,8.577672507,1.750675485,6.826997018,3.914070856,15.26345133,35.3,30.29129552,-1.286824496,2.662842,2.14,-2.9426672,83.42,94.67,88.43,NA,3.4,34.4127263,31.1051915,10.7041444,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"301","LUX","Luxembourg","2013",251500,0.6004273229662,5.85,1.01611710530487,2.43809045485058,3.41190954514942,8.364117549,1.575089212,6.789028334,3.475216873,14.97905366,34.8,30.44479505,0.63678617,1.73404,2.14,-1.9559671,81.94,95,87.76,NA,3.4544,34.5836298,31.5750869,10.9198112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"302","LUX","Luxembourg","2014",258250,0.679808624031008,5.875,1.35536349849557,2.82183637967574,3.05316362032426,8.751781681,1.670057217,7.081724466,3.654627841,15.49711419,34.1,27.38924768,-0.430230237,0.628544,2.14,-1.7302969,83.15,95.47,88.64,NA,4.1112,35.6981676,32.248879,11.5122589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"303","LUX","Luxembourg","2015",273750,0.878092860929464,6.65,1.73993643710941,3.40155513063916,3.24844486936084,7.821554773,1.745143107,6.076411666,3.862081958,13.44737848,33.3,28.42667995,-0.34612988,0.4747432,2.14,-1.6039688,82.57,95.45,88.31,NA,4.11111111111111,35.801262,32.6834928,11.7011029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"304","LUX","Luxembourg","2016",277500,0.730567618625546,6.275,2.01090199585294,3.55224014165388,2.72275985834612,7.829665394,1.725013867,6.104651526,3.808154238,13.47667693,32.3,34.98826061,2.0635779,0.2908333,2.14,0.9166441,81.41,95.49,87.68,NA,4.1112,36.6187991,33.998082,12.4496893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"305","LUX","Luxembourg","2017",285500,0.628643514378376,5.525,2.13315361985612,3.43302690780382,2.09197309219618,8.018115275,1.817416657,6.200698615,4.037182832,13.77414139,32.1,38.21543488,-1.832085489,1.7308,2.14,-0.0227778,80.93,95.58,87.46,NA,4.1112,36.3419267,32.4615766,11.7971624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"306","LUX","Luxembourg","2018",294750,1.1202807213614,5.625,2.44068716657974,3.7052483468738,1.9197516531262,7.293740169,1.765177543,5.528562629,3.921431323,12.28198192,30.4,24.72186916,-1.550597611,1.528195,2.14,-0.590816,80.4,95.88,87.3,NA,4.08983794431014,37.2368589,31.9483363,11.8965569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"307","LUX","Luxembourg","2019",304250,0.416346845353669,5.6,2.40439130915223,3.66941294095561,1.93058705904439,7.77099774,1.841864996,5.929132744,4.12467841,13.27771898,28.2,24.51693359,-0.653741326,1.743321,2.14,-0.4084323,81.26,96.28,87.95,NA,3.8232,37.4460784,32.2185639,12.0645887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"308","LUX","Luxembourg","2020",311250,0.896565582321286,6.8,2.18682974261882,3.85622123973819,2.94377876026181,7.35610141,2.068521979,5.287579432,4.642133441,11.86627435,NA,26.87838051,-2.558658618,0.8199573,NA,-2.9137124,78.19,96.36,86.3,NA,3.82352941176471,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"309","LUX","Luxembourg","2021",319500,0.0932184165060067,5.25,2.84495899975853,3.86471664533537,1.38528335466463,7.671731371,1.881668724,5.79006265,4.05890972,12.48962757,NA,33.99383619,2.358769222,2.52692,NA,0.0661485,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"310","LUX","Luxembourg","2022",323750,0.704353254280492,4.6,3.77213163937175,4.16554984859263,0.434450151407374,7.534767008,1.872577489,5.662191245,4.18676206,12.65968838,NA,NA,-1.116572505,6.336008,NA,-0.5951621,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"311","MLT","Malta","2017",226000,NA,4,2.01896333358651,2.8418045911614,1.1581954088386,11.72681744,1.368714171,10.35810327,2.408128092,18.22414057,NA,50.76010942,4.223191952,NA,NA,4.9183422,85.76,88.95,87.36,NA,1,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"312","MLT","Malta","2018",243500,1.78556982052004,3.65,2.57024052673809,3.06290351179955,0.587096488200448,11.80300613,1.892488264,9.910517862,3.248796792,17.01318801,NA,48.13659458,0.688781509,NA,NA,4.5211632,84.51,89.05,86.78,NA,1,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"313","MLT","Malta","2019",259000,1.57024615543458,3.625,2.342038138267,2.91374128076222,0.711258719237778,12.16981983,2.278872011,9.890947821,3.838079828,16.65834989,NA,25.11902926,0.466700642,NA,NA,4.2279464,85.48,88.87,87.18,NA,1,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"314","MLT","Malta","2020",267250,0.194653006273954,4.375,1.51280017944725,2.57264470634437,1.80235529365563,10.85108673,2.299771691,8.551315039,4.347609924,16.1658578,NA,25.35288407,-11.13975639,NA,NA,-7.7499707,82.61,88.89,85.75,NA,1,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"315","MLT","Malta","2021",272250,0.741133166991036,3.4,1.96701031766752,2.58608489421163,0.813915105788372,12.11925225,2.160584224,9.958668023,3.931662821,18.1220081,NA,27.07983494,6.087959693,NA,NA,-1.3267321,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"316","MLT","Malta","2022",284750,1.42600899595926,2.925,2.3684453873751,2.6320529550281,0.292947044971897,11.09221814,2.135890543,8.956327535,3.926821198,16.46615129,NA,NA,2.221707442,NA,NA,-0.1465656,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"317","NLD","Netherlands","2001",8190000,NA,2.275,2.32452795275547,2.29963064262909,-0.0246306426290928,8.413116433,1.479190391,6.933926706,3.893284857,18.25035642,21.6,NA,0.341943133,4.155841,3.3,1.8757738,82.61,91.22,86.91,5.20469072164948,5,27.7527467,23.54907,6.5355138,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"318","NLD","Netherlands","2002",8318500,0.413774837022168,2.775,1.70378135198833,2.17439491623937,0.60060508376063,7.912425545,1.568600643,6.343823597,4.179695373,16.90376085,21.4,26.46635435,-0.45378055,3.287531,3.3,-0.3759495,82.77,86.1,84.43,7.03502150537634,5.6912,27.1358918,23.0691106,6.2600089,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"319","NLD","Netherlands","2003",8349250,-0.0927294911290074,3.7,1.25001788496435,2.1505967019337,1.5494032980663,7.646839243,1.57568219,6.071157696,4.244652015,16.35479027,20.9,27.7019326,0.214899062,2.091998,3.3,-2.2627715,82.89,89.17,86.03,6.33389230769231,6.3,26.4815445,22.8041943,6.0389029,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"320","NLD","Netherlands","2004",8396750,0.185906600197178,4.6,1.42283822330334,2.55833067198034,2.04166932801966,7.545176538,1.459803444,6.085371199,3.926043765,16.36619899,21.3,34.19366193,1.817702613,1.263647,3.3,-2.1218683,84.57,90.64,87.61,6.33389230769231,6.5,26.2751533,23.9839947,6.3018314,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"321","NLD","Netherlands","2005",8212750,-0.491690312045381,5.875,1.84792967172229,3.29493350788274,2.58006649211726,7.664474297,1.404978231,6.259493584,3.741992401,16.67141662,22.1,40.22371703,1.237129971,1.68813,3.3,-1.6566641,84.69,91.18,87.94,6.33389230769231,6.5,26.33187,25.6037867,6.7419558,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"322","NLD","Netherlands","2006",8254250,0.209342170474485,5,2.54312891786239,3.56590024948987,1.43409975051013,8.035182027,1.495400724,6.539781304,3.915859488,17.12508511,21.4,42.99948937,1.290392057,1.101501,3.3,-0.062093,83.42,91.46,87.44,6.48616666666667,6.622,26.4725489,27.2237075,7.2068093,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"323","NLD","Netherlands","2007",8412000,0.463962792887657,4.175,2.8332778258166,3.43932186961097,0.735678130389029,8.954025081,1.473298248,7.480724469,3.832711533,19.46072969,20.2,39.37463364,0.8871233,1.613859,3.3,1.709547,84.34,91.67,88.01,4.9958775,3.9628,26.7054512,27.4498756,7.3306131,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"324","NLD","Netherlands","2008",8555000,0.382634130982427,3.675,2.68930521908831,3.14375518769346,0.53124481230654,8.480234936,1.515815113,6.964419824,3.95334967,18.16368407,20,34.40814757,0.111753991,2.486502,3.3,2.1438148,83.7,89.99,86.84,4.9958775,3.5,26.1106455,26.3636696,6.8837243,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"325","NLD","Netherlands","2009",8874000,0.743383661390965,5.45,1.50697271387735,2.86583343734969,2.58416656265031,7.63533445,1.547162922,6.088168687,4.317251401,16.98861472,20,24.78995651,-3.577128627,1.189777,3.24,-2.63305,83.8,89.04,86.42,4.9958775,3.5,24.6496836,22.6887429,5.5927033,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"326","NLD","Netherlands","2010",8852750,0.0509142349062879,6.05,1.37356491304607,2.88271880764127,3.16728119235873,7.053316458,1.49494576,5.558370134,4.174678146,15.52190517,19.5,27.57579818,1.337951364,1.275306,3.24,-1.9861616,85.15,88.38,86.77,6.77853461538462,5.2272,24.4630626,23.9769971,5.8655078,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"327","NLD","Netherlands","2011",8859000,0.146942715731891,6.025,1.4719394198892,2.97799177380201,3.04700822619799,7.312897405,1.485026696,5.827871264,4.089279921,16.04805961,19.3,33.18886279,0.725666919,2.34107,3.24,-1.2118767,85.56,88.99,87.27,6.77853461538462,7,25.2582448,23.9333747,6.0451504,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"328","NLD","Netherlands","2012",8960250,0.226623015348333,6.85,1.20149028832925,2.86883399224412,3.98116600775588,6.808853942,1.373220089,5.435632747,3.783811102,14.97750266,18.8,33.53047461,-0.909457517,2.455548,3.24,-2.6653209,85.24,88.47,86.86,5.55094430379747,6.7364,25.4022158,23.357101,5.9332212,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"329","NLD","Netherlands","2013",9018250,0.0806782477363263,8.225,1.04065583888911,2.9256442495394,5.2993557504606,6.670334843,1.337676324,5.332659072,3.681205457,14.6751597,18.2,35.62210174,0.441789639,2.506899,3.24,-3.1594944,84.7,89,86.85,5.55094430379747,5.308,25.2865898,23.4212568,5.9224371,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"330","NLD","Netherlands","2014",8955500,-0.13849534754509,8.425,1.23084291977688,3.2202253957014,5.2047746042986,6.496288251,1.293890288,5.202395766,3.503782238,14.08779558,18.1,39.90735192,1.429034467,0.9760351,3.24,-2.3049804,86.61,89.74,88.17,5.55094430379747,5.308,25.694716,23.5877772,6.0608124,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"331","NLD","Netherlands","2015",8994500,0.0863823883751037,7.85,1.46681267984804,3.39329921121128,4.45670078878872,8.213540309,1.323574707,6.889965602,3.562277539,18.54369804,17.7,43.58401548,0.387462276,0.6002482,3.24,-1.7124762,89.52,89.56,89.54,5.55094430379747,5.30769230769231,26.2985989,24.5924215,6.4674623,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"332","NLD","Netherlands","2016",9029000,0.141491392024484,7,1.75644804647071,3.50644211777337,3.49355788222663,7.519199154,1.310705081,6.208494074,3.48647607,16.51459687,17.3,42.71836837,0.4376761,0.3166667,3.44,-0.8321864,88.23,89.48,88.86,5.55094430379747,5.308,26.7051397,23.8008196,6.3560421,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"333","NLD","Netherlands","2017",9080000,0.135126960546073,5.875,2.2705131237966,3.65229579885105,2.22270420114895,7.724552781,1.320348974,6.404201709,3.442679362,16.69832255,16.8,40.6777568,0.798414033,1.381459,3.44,0.534061,89.3,89.75,89.53,6.20784736842105,5.2964,27.1979028,24.353918,6.623755,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"334","NLD","Netherlands","2018",9160000,0.30095451485487,4.9,2.74179511757686,3.66535074394342,1.23464925605658,7.879357378,1.318716852,6.560640011,3.418532869,17.0072624,16.5,37.95231252,-0.070217989,1.703498,3.44,1.2776575,89.73,89.93,89.83,6.20784736842105,6.5,27.0817299,24.4398743,6.6187407,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"335","NLD","Netherlands","2019",9268250,0.262360405053896,4.425,3.04670748919721,3.67174081869863,0.753259181301374,8.208175656,1.309922147,6.898251991,3.391898457,17.86226024,15.4,31.36519661,-0.119188388,2.633699,3.61,1.4347365,89.89,90.07,89.98,6.20784736842105,6.4852,26.9313047,24.523524,6.604505,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"336","NLD","Netherlands","2020",9305500,0.0737627261892843,4.85,2.2693411855506,3.31757513101368,1.53242486898632,7.871231035,1.332452383,6.538779652,3.675316686,18.03598107,NA,23.97227509,-4.840114806,1.27246,NA,-3.9588377,89.02,90.12,89.57,6.20784736842105,6.30514705882353,NA,NA,NA,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"337","NLD","Netherlands","2021",9371500,0.27242996787566,4.225,3.53909886531387,3.86687117783242,0.358128822167578,7.99277604,1.276892282,6.71588278,3.444011603,18.11396195,NA,20.2981723,2.957152193,2.67572,NA,-1.0366501,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"338","NLD","Netherlands","2022",9569500,0.567730190740398,3.55,4.66708483907889,4.07039938811047,-0.520399388110467,8.10272513,1.266041991,6.836683351,3.436196287,18.55561357,NA,NA,2.15450178,10.00121,NA,1.6643064,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"339","POL","Poland","2010",16375250,NA,10,0.417934428165111,2.04434446257256,7.95565553742744,10.1035282,2.935014974,7.168515097,5.729284361,13.99327152,17.4,25.51657274,2.174440959,2.583333,2.33,1.0645527,68.91,65.48,67.2,7.6997,4.8946,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"340","POL","Poland","2011",16488000,0.243512133752529,9.95,0.35717081079451,1.88516566046737,8.06483433953263,10.62780331,3.142086011,7.485714975,6.058735195,14.43434859,17.3,31.60496805,2.180108426,4.266667,2.33,1.6925464,68.71,64.86,66.78,5.99125659574468,4.959,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"341","POL","Poland","2012",16646250,0.191334464679795,10.4,0.272367241241197,1.68303871283713,8.71696128716287,9.96974954,2.496618957,7.4731255,4.903769208,14.67844447,16.6,34.76843911,-0.650627626,3.7,2.33,-0.2379062,69.75,67.51,68.63,5.99125659574468,5.55,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"342","POL","Poland","2013",16697500,0.0242978384494783,10.6,0.259354974260535,1.65805992870031,8.94194007129969,9.621343875,2.184396273,7.436951248,4.307397179,14.66487708,NA,36.50359803,-0.959177424,0.9,2.33,-2.2575534,71.4,67.72,69.56,5.99125659574468,5.4608,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"343","POL","Poland","2014",16777250,0.0600976452877357,9.2,0.336912185879229,1.76056584940436,7.43943415059564,10.27813262,2.408415179,7.869721188,4.7163095,15.4109811,16.5,36.21801024,0.722331166,-0.025,2.33,-1.829008,75.19,68.49,71.84,5.99125659574468,5.2429,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"344","POL","Poland","2015",16773250,0.0954254936782074,7.65,0.42609263179847,1.80543862627847,5.84456137372153,10.48854063,2.332657356,8.155887875,4.541297114,15.87816143,NA,39.28308285,1.254023487,-0.9333333,2.33,-0.9441088,75.16,69.34,72.25,NA,5.14542177361211,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"345","POL","Poland","2016",16721250,-0.131326524436907,6.25,0.532140152296479,1.8236984267836,4.4263015732164,9.365783258,1.676121571,7.689661257,3.305461811,15.1647005,14.1,34.97590211,0.843011,-0.5833333,2.33,-1.0810856,76.56,69.35,72.96,NA,6.7995,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"346","POL","Poland","2017",16707750,-0.0952500589839855,4.925,0.731383707047393,1.89791062940498,3.02708937059502,9.215747634,1.993861526,7.221890305,3.801302013,13.76855203,13.4,31.02615894,2.788472966,1.975,2.33,0.5687528,77.76,69.54,73.65,NA,6.9543,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"347","POL","Poland","2018",16605750,-0.162286515123227,3.875,0.919272332870318,1.88737391363569,1.98762608636431,9.970413275,2.477044183,7.493371608,4.654583829,14.08070415,NA,26.85105316,3.600932343,1.666667,2.33,2.5319857,78.14,67.89,73.01,NA,6.27607342032595,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"348","POL","Poland","2019",16491750,-0.219450124042268,3.35,0.859650843116287,1.69700628296997,1.65299371703003,10.15855268,2.314251665,7.844296342,4.309562607,14.60752376,NA,21.55712704,2.361692116,2.308333,2.33,3.0401636,78.53,67.59,73.06,NA,6.3162,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"349","POL","Poland","2020",16401500,0.0892741869753411,3.225,0.508697153521322,1.28083891262963,1.94416108737037,9.579085668,2.334947165,7.244135225,4.463799391,13.84886429,NA,20.01726597,-3.71552831,3.4,NA,-2.3532295,77.77,67.45,72.61,NA,6.3459,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"350","POL","Poland","2021",16806500,0.569083937963333,3.375,0.808958587345832,1.65234234718238,1.72265765281762,9.445024876,2.289793542,7.155228112,4.132055278,12.91199295,NA,26.58064663,4.288322481,5.1,NA,0.8975744,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"351","POL","Poland","2022",16800750,-0.0230677919756362,2.875,0.828653287581873,1.54349544923135,1.33150455076865,9.461641488,2.29169145,7.169953433,4.050526662,12.67277388,NA,NA,1.560490603,14.3,NA,0.8898612,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"352","PRT","Portugal","2001",5022250,NA,4.025,0.349450569441726,1.18597577631373,2.83902422368627,9.622206448,1.768696451,7.853510001,5.033120972,22.34847358,NA,38.00881627,-0.790741569,4.369903,4.58,1.2439713,67.5,85.14,76.32,4.0492,0.5789,25.606976,20.0181562,5.1260445,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"353","PRT","Portugal","2002",5086250,0.246985179462129,5.075,0.305709567297378,1.24558261630218,3.82941738369782,8.964555846,1.597502077,7.367053772,4.60778805,21.24931342,20.5,34.46388004,-0.848323654,3.600347,4.58,-0.0345444,66.04,77.49,71.76,6.49811176470588,6.3954,25.1121648,20.0402622,5.0325437,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"354","PRT","Portugal","2003",5104250,0.0344999430684389,6.4,0.314535272726718,1.41881138473407,4.98118861526594,8.084994683,1.489166717,6.595827968,4.376409875,19.3840262,21.1,34.99293133,-1.363707835,3.218991,4.58,-2.2677344,66.71,80.67,73.69,6.49811176470588,8.4996,24.4449984,19.9880319,4.8860741,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"355","PRT","Portugal","2004",5100000,0.0836254214488311,6.75,0.261065737778664,1.3274764517708,5.4225235482292,7.895604794,1.49555626,6.400048535,4.436900486,18.98716834,21.6,44.40062714,1.245819098,2.365362,4.42,-1.7373527,65.95,81.35,73.65,6.49811176470588,8.5221,23.9582467,20.6456033,4.9463246,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"356","PRT","Portugal","2005",5137500,0.185179255723645,7.7,0.281331684703148,1.47181995237673,6.22818004762327,7.717703921,1.361371046,6.356332875,4.079432264,19.04714332,NA,48.29135939,0.154571896,2.277164,4.42,-1.7781944,66.3,83.43,74.86,4.0492,2.0677,23.4397221,19.8250029,4.6469256,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"357","PRT","Portugal","2006",5170000,0.121159269473241,7.8,0.272263418597625,1.45727645457596,6.34272354542404,7.493354174,1.116039474,6.377314701,3.355980525,19.17687003,21.1,50.44243475,0.535862106,3.107666,4.42,-0.9930706,67.03,85.21,76.12,4.0492,0.5587,23.030899,21.0100993,4.8388147,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"358","PRT","Portugal","2007",5197500,0.149503783875794,8.075,0.28853355035714,1.5264037536425,6.5485962463575,7.551780088,1.079154558,6.472625529,3.216640434,19.29298156,NA,47.19142439,1.618789001,2.453965,4.42,0.8106604,68.11,84.65,76.38,4.0492,0.5513,23.106804,22.9777842,5.3094315,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"359","PRT","Portugal","2008",5202750,-0.0764334524355637,7.7,0.301613349952591,1.52394973494369,6.17605026505631,7.426796095,1.206814286,6.219981808,3.713364615,19.13886885,20.7,47.44040575,-0.701232559,2.588506,4.42,0.5699876,68.51,80.71,74.61,4.0492,0.5836,22.1156787,21.9899571,4.8632283,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"360","PRT","Portugal","2009",4997250,-1.00172942469596,11.225,0.231668476834102,1.6125999666572,9.6124000333428,6.773508793,1.312314194,5.461194602,4.107643299,17.09395473,20.4,44.2052073,-1.96204771,-0.83553,4.42,-2.3031733,65.77,81.52,73.65,4.0492,0.5882,21.5786347,21.7408339,4.6913751,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"361","PRT","Portugal","2010",5009750,0.0702730387463134,12.625,0.257447176013511,1.80285068632169,10.8221493136783,6.61980321,1.698039858,4.921763351,5.277371962,15.29644654,19.6,52.24546113,2.192048486,1.402573,4.13,-0.464629,68.72,79.92,74.32,4.0492,0.5882,21.5084213,22.3695338,4.8113336,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"362","PRT","Portugal","2011",4999000,-0.154245550040154,13.525,0.245620053331396,1.8226385328164,11.7023614671836,5.771282775,1.092332625,4.678950149,3.486406862,14.93384298,18.6,48.35610297,-0.592448803,3.653011,4.13,-1.5678591,70.75,78.56,74.66,6.60895454545455,3.4643,20.8780872,22.8693517,4.7746832,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"363","PRT","Portugal","2012",4942750,-0.352708159937585,16.6,0.243004404076515,2.00845042449898,14.591549575501,4.837640385,0.755360765,4.082279619,2.470831085,13.35338535,NA,48.77319911,-1.303844022,2.773339,3.56,-4.2414807,71.58,77.45,74.52,6.60895454545455,6.0003,20.6060778,24.374029,5.0225314,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"364","PRT","Portugal","2013",4885000,-0.0659414020626505,17.15,0.247054595021384,2.05839410818646,15.0916058918135,4.643252793,0.683304844,3.959947949,2.170854637,12.58072652,NA,56.35152338,1.194598338,0.2744167,3.39,-4.2375823,72.23,77.51,74.87,6.60895454545455,6.5934,21.0884372,25.4847135,5.3743278,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"365","PRT","Portugal","2014",4880500,-0.0867588125643547,14.6,0.39278796617341,2.39472426515701,12.205275734843,4.786232756,0.634110204,4.152122551,1.991480101,13.04011414,NA,59.60350838,0.213971219,-0.2781534,3.14,-3.4054502,74.92,81.94,78.43,6.60895454545455,7.1289,20.8977803,26.0408538,5.4419604,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"366","PRT","Portugal","2015",4873250,0.0106031292883238,13,0.405011370923395,2.29459099231304,10.705409007687,5.098260358,0.73959675,4.358663609,2.251058909,13.26615964,16.1,57.36930996,1.141117068,0.4879386,3.14,-2.1043481,75.09,82.38,78.74,4.0492,6.06936341659952,21.235385,27.0054129,5.7347034,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"367","PRT","Portugal","2016",4871000,-0.0304994943117496,11.475,0.45352940158484,2.28128250841189,9.19371749158811,5.258989919,0.523320585,4.735669337,1.541730432,13.95153515,15.3,55.36367476,1.2365789,0.6073971,3.14,-1.0253326,74.89,83.04,78.97,4.0492,0.5713,21.4330506,27.2151739,5.833042,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"368","PRT","Portugal","2017",4915250,0.347412600343859,9.2,0.552110902958344,2.25375693170687,6.94624306829313,5.873306412,0.624420747,5.248885665,1.784388856,14.99958662,NA,49.91166665,1.521083996,1.368614,3.14,0.9464369,76.85,83.47,80.16,4.0492,0.5556,21.3181742,26.9410635,5.7433428,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"369","PRT","Portugal","2018",4932500,-0.0911484707312133,7.225,0.572424139590025,2.03365788876545,5.19134211123455,6.237103316,0.657506472,5.579596844,1.847199661,15.67532767,NA,43.69519774,1.402571199,0.9937157,3.14,2.1735058,77.02,83.2,80.11,4.0492,0.5877,21.1451897,26.0204493,5.5020734,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"370","PRT","Portugal","2019",4945750,0.132191695373619,6.675,0.70725708626435,2.17277266431961,4.50222733568039,6.562053573,0.660077485,5.901976086,1.821307188,16.28492368,NA,42.60815703,2.118332828,0.3381784,3.14,3.293282,77.57,82.94,80.26,4.0492,0.7962,20.9733949,25.8862415,5.4292237,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
